Event,Time,V(t)_0,V(t)_1,V(t)_2,V(t)_3,V(t)_4,V(t)_5,V(t)_6,V(t)_7,V(t)_8,V(t)_9,V(t)_10,V(t)_11,V(t)_12,V(t)_13,V(t)_14,V(t)_15,V(t)_16
3,9.40969e-08,0.474793,0.64861,0.141417,0.262831,0.699201,0.636448,0.588956,0.52146,-0.0454781,0.645649,0.406261,0.614946,0.351244,0.46255,0.445643,0.423924,0.477389
3,9.41109e-08,0.473006,0.646044,0.140968,0.244494,0.697028,0.634354,0.58695,0.519639,-0.0464824,0.642975,0.388198,0.614968,0.351369,0.462306,0.445943,0.424099,0.477674
3,9.4125e-08,0.471226,0.643419,0.14052,0.226399,0.694857,0.632263,0.584949,0.517822,-0.0474711,0.640312,0.370367,0.614965,0.351479,0.462115,0.446254,0.424254,0.477938
3,9.4128e-08,0.47085,0.642879,0.140426,0.222598,0.694398,0.631821,0.584526,0.517438,-0.0476784,0.63975,0.366621,0.614962,0.3515,0.462073,0.446317,0.424284,0.477991
3,9.4131e-08,0.470473,0.64234,0.140331,0.218808,0.693938,0.631379,0.584103,0.517054,-0.047885,0.639188,0.362885,0.614957,0.351521,0.46203,0.446379,0.424314,0.478042
3,9.41339e-08,0.470098,0.641801,0.140236,0.215029,0.693479,0.630937,0.583681,0.516671,-0.0480911,0.638627,0.35916,0.614952,0.351541,0.461987,0.44644,0.424343,0.478093
3,9.41369e-08,0.469722,0.641262,0.140142,0.211261,0.693021,0.630495,0.583258,0.516288,-0.0482963,0.638066,0.355445,0.614945,0.35156,0.461942,0.4465,0.424371,0.478143
3,9.41399e-08,0.469347,0.640724,0.140047,0.207503,0.692562,0.630054,0.582836,0.515904,-0.0485009,0.637506,0.351741,0.614937,0.351579,0.461897,0.446559,0.424398,0.478192
3,9.41429e-08,0.468972,0.640187,0.139952,0.203756,0.692103,0.629613,0.582414,0.515521,-0.0487048,0.636947,0.348046,0.614928,0.351597,0.461851,0.446617,0.424424,0.47824
3,9.41458e-08,0.468598,0.639649,0.139858,0.200019,0.691645,0.629172,0.581992,0.515139,-0.048908,0.636388,0.344362,0.614918,0.351614,0.461805,0.446674,0.42445,0.478287
3,9.41488e-08,0.468223,0.639113,0.139763,0.196293,0.691186,0.628616,0.581571,0.514756,-0.0491106,0.635829,0.340688,0.614908,0.351631,0.461758,0.446731,0.424475,0.478333
3,9.41518e-08,0.467849,0.638576,0.139669,0.192577,0.690728,0.628175,0.581149,0.514374,-0.0493125,0.635271,0.337024,0.614896,0.351647,0.46171,0.446786,0.424498,0.478378
3,9.41548e-08,0.467476,0.63804,0.139574,0.188872,0.69027,0.627735,0.580728,0.513992,-0.0495138,0.634713,0.33337,0.614883,0.351662,0.461662,0.446841,0.424522,0.478422
3,9.41577e-08,0.467102,0.637505,0.13948,0.185178,0.689812,0.627294,0.580307,0.51361,-0.0497142,0.634156,0.329726,0.614823,0.351677,0.461613,0.446894,0.424544,0.478465
3,9.41585e-08,0.467002,0.637361,0.139455,0.184188,0.689689,0.627176,0.580194,0.513508,-0.0497679,0.634007,0.32875,0.614819,0.351681,0.4616,0.446908,0.42455,0.478477
3,9.41593e-08,0.466902,0.637218,0.139429,0.183199,0.689566,0.627058,0.580081,0.513405,-0.0498216,0.633858,0.327775,0.614815,0.351685,0.461586,0.446922,0.424555,0.478488
3,9.41601e-08,0.466802,0.637074,0.139404,0.182212,0.689444,0.62694,0.579969,0.513303,-0.0498752,0.633708,0.3268,0.614811,0.351688,0.461573,0.446936,0.424561,0.478499
3,9.41609e-08,0.466702,0.636931,0.139379,0.181224,0.689321,0.626822,0.579856,0.5132,-0.0499287,0.633559,0.325826,0.614807,0.351692,0.46156,0.44695,0.424567,0.478511
3,9.41617e-08,0.466601,0.636787,0.139353,0.180238,0.689198,0.626704,0.579743,0.513098,-0.0499822,0.63341,0.324853,0.614803,0.351672,0.461546,0.446964,0.424572,0.478522
3,9.41625e-08,0.466502,0.636644,0.139328,0.179252,0.689075,0.626586,0.57963,0.512996,-0.0500357,0.633261,0.323881,0.614799,0.351676,0.461533,0.446978,0.424578,0.478533
3,9.41633e-08,0.466401,0.636501,0.139303,0.178267,0.688952,0.626468,0.579517,0.512893,-0.050089,0.633112,0.32291,0.614794,0.351679,0.461519,0.446992,0.424583,0.478544
3,9.41641e-08,0.466301,0.636357,0.139277,0.177283,0.68883,0.62635,0.579404,0.512791,-0.0501424,0.632962,0.321939,0.61479,0.351683,0.461505,0.447006,0.424589,0.478555
3,9.41649e-08,0.466201,0.636214,0.139252,0.1763,0.688707,0.626232,0.579292,0.512689,-0.0501957,0.632813,0.320969,0.614785,0.351686,0.461492,0.447019,0.424594,0.478566
3,9.41657e-08,0.466101,0.636071,0.139227,0.175317,0.688584,0.626114,0.579179,0.512587,-0.0502489,0.632664,0.319999,0.61478,0.35169,0.461478,0.447033,0.4246,0.478576
3,9.41665e-08,0.466001,0.635927,0.139201,0.174335,0.688461,0.625996,0.579066,0.512484,-0.0503021,0.632515,0.31903,0.614776,0.351693,0.461464,0.447046,0.424605,0.478587
3,9.41767e-08,0.46473,0.634106,0.13888,0.161898,0.686899,0.624496,0.577632,0.511184,-0.0509753,0.630622,0.30676,0.61471,0.351732,0.461285,0.447213,0.424667,0.478717
3,9.41869e-08,0.463463,0.63229,0.138558,0.149581,0.685338,0.622998,0.5762,0.509886,-0.0516408,0.628734,0.294604,0.614632,0.351763,0.461098,0.447368,0.42472,0.478837
3,9.4197e-08,0.462198,0.630479,0.138237,0.137383,0.68378,0.621502,0.574771,0.50859,-0.0522987,0.626852,0.282564,0.614542,0.351787,0.460904,0.447513,0.424763,0.478945
3,9.42072e-08,0.460936,0.628674,0.137916,0.125304,0.682222,0.620008,0.573345,0.507297,-0.0529489,0.624976,0.270637,0.614441,0.351803,0.460702,0.447647,0.424797,0.479043
3,9.42174e-08,0.459678,0.626873,0.137595,0.113342,0.680666,0.618517,0.57192,0.506006,-0.0535917,0.623106,0.258823,0.614329,0.351812,0.460493,0.447771,0.424823,0.47913
3,9.42276e-08,0.458422,0.625078,0.137275,0.101496,0.679112,0.617027,0.570499,0.504718,-0.0542269,0.621242,0.24712,0.614205,0.351813,0.460277,0.447884,0.42484,0.479206
3,9.42377e-08,0.45717,0.623287,0.136956,0.0897653,0.677559,0.61554,0.569079,0.503433,-0.0548548,0.619384,0.235529,0.614069,0.351808,0.460053,0.447988,0.424847,0.479272
3,9.42479e-08,0.455921,0.621502,0.136636,0.0781495,0.676008,0.614055,0.567663,0.50215,-0.0554754,0.617531,0.224048,0.613923,0.351795,0.459822,0.448081,0.424846,0.479327
3,9.42581e-08,0.454675,0.619722,0.136317,0.0666473,0.674459,0.612573,0.566249,0.500869,-0.0560885,0.615685,0.212677,0.613765,0.351834,0.459584,0.448164,0.424837,0.479372
3,9.42682e-08,0.453433,0.617947,0.135999,0.0552579,0.672911,0.611092,0.564837,0.499591,-0.0566945,0.613844,0.201414,0.613597,0.352023,0.45934,0.448237,0.424819,0.479407
3,9.42784e-08,0.452193,0.616177,0.135681,0.0439804,0.671365,0.609614,0.563428,0.498316,-0.0572934,0.612012,0.190258,0.613418,0.352203,0.459088,0.4483,0.424792,0.479432
3,9.42824e-08,0.451701,0.615475,0.135554,0.0395324,0.670751,0.609028,0.562869,0.49781,-0.0575292,0.611309,0.185858,0.613343,0.352271,0.458986,0.448323,0.424779,0.479439
3,9.42865e-08,0.45121,0.614775,0.135428,0.0351018,0.670138,0.608442,0.56231,0.497305,-0.057764,0.610606,0.181474,0.613267,0.352339,0.458883,0.448344,0.42477,0.479444
3,9.42905e-08,0.45072,0.614075,0.135302,0.0306887,0.669525,0.607856,0.561752,0.4968,-0.0579976,0.609904,0.177107,0.61319,0.352405,0.458779,0.448363,0.424828,0.479448
3,9.42946e-08,0.45023,0.613375,0.135176,0.0262928,0.668987,0.60727,0.561195,0.496295,-0.0582301,0.609203,0.172756,0.613111,0.35247,0.458674,0.448381,0.424885,0.479451
3,9.42986e-08,0.44974,0.612677,0.13505,0.0219143,0.668475,0.606685,0.560688,0.495791,-0.0584615,0.608502,0.168422,0.61303,0.352533,0.458568,0.448397,0.42494,0.479451
3,9.43026e-08,0.449339,0.611979,0.134924,0.017553,0.667963,0.606101,0.560311,0.495287,-0.0586918,0.607803,0.164105,0.612948,0.352595,0.45846,0.448413,0.424994,0.479451
3,9.43067e-08,0.449054,0.611282,0.134798,0.0132089,0.66745,0.605517,0.559934,0.494783,-0.058921,0.607104,0.159804,0.612863,0.352656,0.458352,0.448434,0.425046,0.479448
3,9.43107e-08,0.448768,0.610586,0.134673,0.0088819,0.666938,0.604933,0.559556,0.49428,-0.0591491,0.606406,0.15552,0.612778,0.352715,0.458243,0.448453,0.425096,0.479445
3,9.43148e-08,0.448481,0.609891,0.134547,0.00457197,0.666425,0.604349,0.559178,0.493778,-0.0593761,0.605709,0.151252,0.61269,0.352775,0.458132,0.448471,0.425145,0.479458
3,9.43188e-08,0.448195,0.609196,0.134421,0.000279069,0.665912,0.603766,0.5588,0.493275,-0.0596021,0.605012,0.147001,0.612601,0.352901,0.458021,0.448487,0.425192,0.47963
3,9.43228e-08,0.447908,0.608503,0.134295,-0.00399687,0.665399,0.603183,0.558421,0.492773,-0.0598269,0.604317,0.142773,0.61251,0.353026,0.457909,0.448502,0.425238,0.479799
3,9.43372e-08,0.446888,0.606755,0.13385,-0.0190277,0.663579,0.601507,0.557076,0.491507,-0.0606157,0.601856,0.128332,0.612176,0.353457,0.457502,0.448542,0.425387,0.480383
3,9.43515e-08,0.445864,0.605066,0.133406,-0.0338481,0.661757,0.600235,0.555727,0.490351,-0.0609777,0.599405,0.114086,0.611821,0.353867,0.457082,0.448563,0.425518,0.480939
3,9.43658e-08,0.444837,0.60349,0.134102,-0.0479327,0.659935,0.598957,0.554375,0.489192,-0.0608222,0.596964,0.100035,0.612015,0.354455,0.456649,0.448566,0.425629,0.481469
3,9.43801e-08,0.444035,0.603143,0.135319,-0.0617775,0.658111,0.597672,0.553563,0.488029,-0.0606665,0.594541,0.0861751,0.613033,0.355126,0.456205,0.44855,0.425722,0.482101
3,9.43945e-08,0.443602,0.602878,0.136513,-0.0751895,0.656567,0.596381,0.552831,0.486863,-0.0605104,0.592203,0.0725055,0.614309,0.355775,0.455883,0.448517,0.425925,0.482782
3,9.44088e-08,0.443494,0.60257,0.137685,-0.0878096,0.655562,0.595985,0.552086,0.485693,-0.0603542,0.589874,0.0590236,0.615543,0.356399,0.455614,0.448477,0.42624,0.483434
3,9.44231e-08,0.44375,0.60228,0.13891,-0.10025,0.654544,0.595761,0.55133,0.48452,-0.0597239,0.587689,0.0462297,0.616735,0.357001,0.455331,0.448435,0.426658,0.484498
3,9.44374e-08,0.443984,0.602628,0.140392,-0.112513,0.653514,0.595854,0.550562,0.483584,-0.0587563,0.585679,0.0340577,0.617885,0.35758,0.45499,0.448483,0.427265,0.485956
3,9.44518e-08,0.444601,0.603054,0.141848,-0.1246,0.652472,0.596335,0.549783,0.482942,-0.0574449,0.583673,0.0221777,0.618995,0.358122,0.45497,0.448651,0.427863,0.487373
3,9.44661e-08,0.445608,0.603449,0.143358,-0.136022,0.652263,0.596827,0.548992,0.482492,-0.055581,0.581672,0.0104624,0.620582,0.358657,0.455157,0.448819,0.428435,0.488751
3,9.44804e-08,0.446583,0.603815,0.145275,-0.14656,0.652602,0.597288,0.548695,0.482607,-0.053741,0.579675,-0.00108981,0.622382,0.35919,0.455322,0.448967,0.428982,0.49009
3,9.44888e-08,0.447138,0.604015,0.146379,-0.152612,0.652786,0.597543,0.548589,0.482665,-0.0526767,0.578511,-0.00776425,0.623411,0.359532,0.455448,0.449044,0.42929,0.490854
3,9.44972e-08,0.447682,0.604205,0.147473,-0.158612,0.652959,0.597788,0.548477,0.482715,-0.0516206,0.577348,-0.014384,0.624422,0.359867,0.455646,0.449114,0.429589,0.491606
3,9.45055e-08,0.448216,0.604385,0.148555,-0.16456,0.653122,0.598022,0.548357,0.482759,-0.0505723,0.576186,-0.0209495,0.625417,0.360194,0.455837,0.449178,0.42988,0.492344
3,9.45139e-08,0.448739,0.604555,0.149627,-0.170458,0.653275,0.598258,0.548232,0.482795,-0.049532,0.575026,-0.027461,0.626394,0.360513,0.456096,0.44916,0.430163,0.49307
3,9.45223e-08,0.449252,0.604716,0.150688,-0.176306,0.653417,0.598516,0.548099,0.482825,-0.0484994,0.573868,-0.033919,0.627356,0.360824,0.456417,0.44921,0.430518,0.493783
3,9.45306e-08,0.449754,0.604866,0.151738,-0.182103,0.653549,0.598763,0.547961,0.482847,-0.0474746,0.572895,-0.0403237,0.6283,0.361129,0.45673,0.449254,0.430928,0.494483
3,9.4539e-08,0.450246,0.605008,0.152778,-0.18785,0.653671,0.598999,0.547815,0.483117,-0.0464575,0.572472,-0.0465501,0.629228,0.361425,0.457033,0.449291,0.431329,0.495171
3,9.45474e-08,0.450728,0.605139,0.153806,-0.193547,0.653783,0.599226,0.547664,0.48344,-0.0454481,0.572044,-0.0527082,0.63014,0.361731,0.457328,0.449322,0.431721,0.495846
3,9.45558e-08,0.451199,0.605262,0.154825,-0.199196,0.653885,0.599442,0.54775,0.483755,-0.0444463,0.571612,-0.0588153,0.631036,0.362191,0.457614,0.449346,0.432103,0.496509
3,9.45641e-08,0.451661,0.605375,0.155833,-0.204795,0.653978,0.599648,0.547906,0.48406,-0.0434521,0.571176,-0.0648716,0.631916,0.362642,0.457892,0.449363,0.432477,0.49716
3,9.45725e-08,0.452112,0.605479,0.15683,-0.210346,0.65406,0.599845,0.548054,0.484356,-0.0419419,0.570755,-0.0708775,0.63278,0.363084,0.458161,0.449375,0.432841,0.497798
3,9.46231e-08,0.456172,0.608885,0.162646,-0.241597,0.655342,0.600919,0.548761,0.485955,-0.0326336,0.568287,-0.10437,0.638567,0.365578,0.459609,0.449365,0.435675,0.502291
3,9.46737e-08,0.460763,0.615372,0.171337,-0.268358,0.656483,0.604303,0.552283,0.487236,-0.0213775,0.567676,-0.134874,0.645959,0.367771,0.460818,0.449171,0.439358,0.509067
3,9.47244e-08,0.468954,0.622613,0.180611,-0.292896,0.657268,0.607225,0.560527,0.490091,-0.00983284,0.567274,-0.159123,0.654353,0.371454,0.462415,0.449191,0.44359,0.515693
3,9.4775e-08,0.477331,0.631911,0.193508,-0.314863,0.661075,0.612064,0.568309,0.498245,0.00201151,0.569338,-0.180404,0.662813,0.375293,0.464009,0.450877,0.447398,0.522094
3,9.48256e-08,0.485067,0.642546,0.208096,-0.330952,0.667773,0.621357,0.57693,0.506894,0.0152517,0.573744,-0.200124,0.671173,0.378761,0.465469,0.45299,0.451997,0.529263
3,9.48762e-08,0.496816,0.653867,0.221875,-0.3461,0.673816,0.630132,0.586158,0.515659,0.0290104,0.5788,-0.214329,0.679188,0.381875,0.468397,0.455381,0.456905,0.535824
3,9.49269e-08,0.508364,0.664317,0.235568,-0.359638,0.681071,0.63888,0.594649,0.525795,0.0420884,0.583325,-0.227741,0.686659,0.384679,0.471185,0.458113,0.461349,0.541802
3,9.49775e-08,0.519103,0.673934,0.250331,-0.370065,0.689991,0.648403,0.603615,0.53518,0.0545124,0.588703,-0.24039,0.69338,0.387161,0.47379,0.461109,0.465822,0.54811
3,9.50281e-08,0.5306,0.684205,0.264255,-0.378554,0.698138,0.657145,0.613476,0.544306,0.0663079,0.594642,-0.247525,0.699734,0.389331,0.476035,0.463694,0.470102,0.554019
3,9.50787e-08,0.542138,0.694099,0.277775,-0.384712,0.706906,0.665594,0.624244,0.555096,0.0774993,0.601972,-0.25329,0.705747,0.391192,0.478066,0.466495,0.474483,0.5602
3,9.51294e-08,0.554814,0.704349,0.292643,-0.390381,0.71773,0.675006,0.635301,0.56607,0.0881106,0.609155,-0.254532,0.711405,0.392711,0.480048,0.469632,0.478583,0.565775
3,9.51432e-08,0.55824,0.706929,0.296552,-0.391848,0.720531,0.677386,0.638172,0.56944,0.0909111,0.611003,-0.254839,0.712919,0.393114,0.480531,0.470439,0.479631,0.56722
3,9.5157e-08,0.561599,0.709579,0.300398,-0.39328,0.72347,0.679609,0.64098,0.572744,0.0936706,0.612667,-0.255131,0.714385,0.393499,0.48106,0.471389,0.480647,0.568509
3,9.51709e-08,0.564892,0.712166,0.304583,-0.394678,0.727306,0.682402,0.643727,0.575982,0.0963893,0.614421,-0.255411,0.715805,0.393864,0.48161,0.4725,0.481631,0.569873
3,9.51847e-08,0.568119,0.714691,0.309004,-0.396043,0.731063,0.685292,0.646412,0.579154,0.0990679,0.616081,-0.255677,0.717179,0.394209,0.482134,0.473579,0.482529,0.571197
3,9.51985e-08,0.571281,0.717156,0.313354,-0.397374,0.734741,0.688118,0.649037,0.582263,0.101707,0.617742,-0.255929,0.718507,0.394521,0.482633,0.474588,0.483451,0.572439
3,9.52123e-08,0.57438,0.71956,0.317634,-0.398672,0.738343,0.690879,0.651602,0.585307,0.104306,0.619247,-0.256169,0.71979,0.394827,0.483027,0.475602,0.48431,0.573686
3,9.52262e-08,0.577415,0.721906,0.321844,-0.399938,0.741868,0.693567,0.654108,0.588288,0.106867,0.620817,-0.256396,0.721029,0.395115,0.483438,0.476585,0.485133,0.574894
3,9.524e-08,0.580387,0.724118,0.325985,-0.401172,0.745318,0.696203,0.656556,0.591208,0.109389,0.62215,-0.25661,0.722225,0.395384,0.483863,0.477537,0.485964,0.576064
3,9.52538e-08,0.583298,0.726347,0.330058,-0.402374,0.748694,0.698778,0.658946,0.594065,0.111872,0.623633,-0.256812,0.723377,0.395634,0.484265,0.478458,0.486767,0.577197
3,9.52676e-08,0.586148,0.728518,0.334064,-0.403545,0.751996,0.701292,0.661279,0.596862,0.114319,0.625073,-0.257001,0.724461,0.395867,0.484643,0.479348,0.487539,0.578293
3,9.52815e-08,0.588937,0.730633,0.338004,-0.404684,0.755225,0.703745,0.663557,0.599599,0.116728,0.62647,-0.257178,0.725529,0.396081,0.484998,0.480209,0.488284,0.579353
3,9.52814e-08,0.588925,0.730624,0.337986,-0.404679,0.755211,0.703734,0.663546,0.599587,0.116717,0.626464,-0.257178,0.725524,0.39608,0.484997,0.480205,0.488281,0.579348
3,9.52814e-08,0.588913,0.730614,0.337969,-0.404674,0.755197,0.703724,0.663536,0.599575,0.116706,0.626458,-0.257177,0.725519,0.396079,0.484995,0.480202,0.488277,0.579344
3,9.52813e-08,0.5889,0.730605,0.337952,-0.404669,0.755182,0.703713,0.663526,0.599563,0.116696,0.626452,-0.257176,0.725514,0.396078,0.484994,0.480198,0.488274,0.579339
3,9.52812e-08,0.588888,0.730596,0.337934,-0.404664,0.755168,0.703702,0.663516,0.599551,0.116685,0.626445,-0.257175,0.72551,0.396077,0.484992,0.480194,0.488271,0.579334
3,9.52812e-08,0.588876,0.730587,0.337917,-0.404659,0.755154,0.703691,0.663506,0.599539,0.116675,0.626439,-0.257174,0.725505,0.396076,0.484991,0.48019,0.488268,0.57933
3,9.52811e-08,0.588863,0.730577,0.337899,-0.404654,0.75514,0.70368,0.663496,0.599527,0.116664,0.626433,-0.257174,0.725501,0.396075,0.484989,0.480187,0.488264,0.579325
3,9.5281e-08,0.588851,0.730568,0.337882,-0.404649,0.755126,0.70367,0.663486,0.599515,0.116653,0.626427,-0.257173,0.725496,0.396074,0.484988,0.480183,0.488261,0.57932
3,9.5281e-08,0.588839,0.730559,0.337864,-0.404644,0.755111,0.703659,0.663476,0.599503,0.116643,0.626421,-0.257172,0.725491,0.396073,0.484986,0.480179,0.488258,0.579316
3,9.52809e-08,0.588826,0.730549,0.337847,-0.404639,0.755097,0.703648,0.663466,0.599491,0.116632,0.626415,-0.257171,0.725486,0.396072,0.484985,0.480175,0.488255,0.579311
3,9.52809e-08,0.588814,0.73054,0.33783,-0.404634,0.755083,0.703637,0.663456,0.599478,0.116621,0.626409,-0.257171,0.725482,0.396072,0.484983,0.480171,0.488251,0.579307
3,9.52808e-08,0.588802,0.730531,0.337812,-0.404629,0.938855,0.703626,0.663446,0.599466,0.11661,0.626402,-0.25717,0.725477,0.396071,0.484982,0.480168,0.488248,0.579302
3,9.52923e-08,0.589286,0.730458,0.339246,-0.407339,0.918664,0.703832,0.663509,0.599907,0.116796,0.625744,-0.259094,0.726376,0.396451,0.485545,0.480968,0.489218,0.580527
3,9.53037e-08,0.58975,0.730368,0.340655,-0.410008,0.898675,0.704018,0.663553,0.600328,0.116976,0.625024,-0.260991,0.727246,0.396815,0.48609,0.481747,0.490164,0.58177
3,9.53152e-08,0.590193,0.73026,0.34204,-0.412636,0.878886,0.704183,0.66358,0.600728,0.117151,0.624349,-0.262859,0.728088,0.397166,0.486616,0.482505,0.491063,0.582984
3,9.53267e-08,0.590616,0.730134,0.3434,-0.415224,0.859295,0.704328,0.663589,0.601109,0.117322,0.623665,-0.264699,0.728901,0.397503,0.487105,0.483184,0.491963,0.58417
3,9.53381e-08,0.591019,0.729991,0.344736,-0.417773,0.839902,0.704355,0.663581,0.601469,0.117487,0.622973,-0.266513,0.729686,0.397826,0.487595,0.483901,0.49284,0.585327
3,9.53496e-08,0.591402,0.72983,0.346048,-0.420282,0.820703,0.704461,0.663556,0.60181,0.117647,0.622272,-0.268299,0.730444,0.398135,0.488066,0.484597,0.493695,0.586456
3,9.53611e-08,0.591766,0.729652,0.347337,-0.422753,0.801698,0.704547,0.663515,0.602132,0.117803,0.621563,-0.270058,0.731174,0.39843,0.488519,0.485272,0.494527,0.587557
3,9.53725e-08,0.59211,0.729458,0.348602,-0.425184,0.782885,0.704615,0.663456,0.602434,0.117954,0.620846,-0.27179,0.731877,0.398712,0.488955,0.485928,0.495337,0.588631
3,9.5384e-08,0.592435,0.729246,0.349844,-0.427578,0.764262,0.704663,0.663381,0.602718,0.1181,0.620121,-0.273496,0.732554,0.39898,0.489304,0.486564,0.496125,0.589677
3,9.53955e-08,0.592741,0.729019,0.351064,-0.429934,0.745827,0.704693,0.66329,0.602982,0.118241,0.619387,-0.275176,0.733204,0.399235,0.489705,0.487147,0.496892,0.590697
3,9.5407e-08,0.593028,0.728706,0.35226,-0.432252,0.727579,0.704705,0.663182,0.603229,0.118378,0.618647,-0.27683,0.733827,0.399477,0.490089,0.487744,0.497638,0.591689
3,9.54572e-08,0.594072,0.72745,0.357241,-0.441979,0.649778,0.704426,0.662526,0.604094,0.118923,0.61531,-0.283779,0.736213,0.400362,0.491574,0.490133,0.500657,0.595732
3,9.55075e-08,0.594776,0.7259,0.361808,-0.451023,0.575401,0.703927,0.661579,0.604623,0.119385,0.611835,-0.290255,0.738169,0.401031,0.492749,0.492169,0.503286,0.599291
3,9.55577e-08,0.596161,0.724188,0.36598,-0.459412,0.50432,0.70311,0.660355,0.604832,0.119766,0.608228,-0.296279,0.740632,0.401473,0.493626,0.493868,0.505545,0.602386
3,9.5608e-08,0.598267,0.72249,0.370481,-0.467174,0.436411,0.70199,0.658868,0.604736,0.12007,0.604499,-0.299894,0.743594,0.401698,0.494222,0.495246,0.507448,0.60553
3,9.56582e-08,0.599981,0.720523,0.3751,-0.47279,0.371555,0.700581,0.657131,0.606334,0.120302,0.600654,-0.302308,0.74605,0.401842,0.494547,0.49641,0.509013,0.608554
3,9.57085e-08,0.602269,0.718422,0.379313,-0.477037,0.309636,0.69908,0.655159,0.608267,0.120463,0.598328,-0.304458,0.749022,0.40197,0.495269,0.49728,0.510759,0.611135
3,9.57588e-08,0.605288,0.716353,0.383816,-0.480848,0.250543,0.697383,0.654857,0.609812,0.122984,0.598504,-0.304458,0.752431,0.401896,0.495928,0.497866,0.512516,0.613801
3,9.5809e-08,0.607866,0.714033,0.388462,-0.48276,0.194169,0.695427,0.654252,0.612897,0.126397,0.59838,-0.303352,0.755309,0.401761,0.496314,0.49828,0.513939,0.616351
3,9.58593e-08,0.610025,0.711477,0.392695,-0.482359,0.140412,0.693412,0.653357,0.616315,0.129584,0.599676,-0.302152,0.757681,0.401619,0.497108,0.498432,0.515563,0.618508
3,9.59095e-08,0.611782,0.708832,0.396533,-0.479835,0.0891705,0.691225,0.655519,0.619268,0.134888,0.605021,-0.300441,0.75957,0.401287,0.49782,0.498334,0.517738,0.621192
3,9.59598e-08,0.614933,0.707483,0.399994,-0.477199,0.0403495,0.688805,0.658608,0.622529,0.141037,0.610371,-0.29422,0.761382,0.400776,0.498256,0.497998,0.519693,0.623402
3,9.59705e-08,0.615676,0.707086,0.400684,-0.476623,0.0302503,0.688261,0.659205,0.623612,0.142299,0.611462,-0.292915,0.761748,0.400648,0.498314,0.497897,0.520072,0.623828
3,9.59812e-08,0.616398,0.706749,0.401358,-0.476043,0.0202559,0.687707,0.659781,0.62467,0.143545,0.612528,-0.291616,0.762093,0.400517,0.49836,0.497785,0.520434,0.624236
3,9.59919e-08,0.617098,0.7064,0.402016,-0.475457,0.0106031,0.687143,0.660336,0.625702,0.144775,0.613568,-0.290325,0.762391,0.400378,0.498469,0.49785,0.520781,0.624625
3,9.60026e-08,0.617777,0.706039,0.402923,-0.474868,0.001717,0.686907,0.66087,0.62671,0.145989,0.614584,-0.28904,0.762694,0.400231,0.498582,0.497998,0.521112,0.624996
3,9.60133e-08,0.618435,0.705666,0.404094,-0.474274,-0.00707632,0.686801,0.661384,0.627692,0.147187,0.615575,-0.287763,0.762977,0.400077,0.498682,0.498133,0.521429,0.625349
3,9.6024e-08,0.619072,0.705281,0.405244,-0.473675,-0.0157776,0.68668,0.661877,0.628651,0.148369,0.616542,-0.286492,0.763241,0.399913,0.49877,0.498256,0.52173,0.625684
3,9.60348e-08,0.619688,0.704884,0.406373,-0.473071,-0.0243877,0.686544,0.662351,0.629585,0.149536,0.617485,-0.285228,0.763483,0.399744,0.498845,0.498366,0.522016,0.626002
3,9.60455e-08,0.620284,0.704475,0.407481,-0.472464,-0.0329073,0.686395,0.662804,0.630495,0.150687,0.618405,-0.283971,0.763707,0.399568,0.49889,0.498405,0.522288,0.626302
3,9.60562e-08,0.62086,0.704054,0.408568,-0.471852,-0.0413372,0.686133,0.663238,0.631382,0.151822,0.619301,-0.282721,0.76391,0.399385,0.498942,0.498491,0.522545,0.626586
3,9.60669e-08,0.621416,0.703622,0.409635,-0.471236,-0.049678,0.685956,0.663653,0.632245,0.152942,0.620173,-0.281477,0.764094,0.399194,0.498982,0.498564,0.522787,0.626852
3,9.60776e-08,0.621952,0.703179,0.410681,-0.470616,-0.0579307,0.685765,0.664048,0.633085,0.154047,0.621022,-0.28024,0.764259,0.398997,0.49901,0.498625,0.523015,0.627101
3,9.6098e-08,0.622918,0.702305,0.412615,-0.469424,-0.0733879,0.685366,0.664747,0.634619,0.156108,0.622575,-0.277905,0.764434,0.398602,0.499032,0.498709,0.52341,0.627528
3,9.61183e-08,0.623814,0.701373,0.414478,-0.468218,-0.0885335,0.684919,0.665378,0.636071,0.158115,0.624046,-0.275594,0.764629,0.398182,0.499013,0.498751,0.523755,0.627896
3,9.61387e-08,0.624641,0.70042,0.41627,-0.466998,-0.103372,0.684426,0.665942,0.637443,0.160069,0.625438,-0.273306,0.764758,0.397739,0.498954,0.498751,0.52405,0.628207
3,9.61591e-08,0.625402,0.69943,0.417993,-0.465764,-0.117909,0.683886,0.666442,0.638736,0.161972,0.626751,-0.271041,0.764823,0.397272,0.498856,0.498711,0.524297,0.628423
3,9.61794e-08,0.626096,0.698401,0.419648,-0.464517,-0.132149,0.683302,0.666877,0.639951,0.163824,0.627988,-0.268799,0.764824,0.396782,0.498718,0.498627,0.524497,0.62862
3,9.61998e-08,0.626726,0.697337,0.421236,-0.463257,-0.146097,0.682673,0.667249,0.641091,0.165627,0.629149,-0.266579,0.764763,0.396255,0.498544,0.498508,0.52465,0.628762
