tau_m,tau_s,tau_plus,tau_minus,a_minus,a_plus,CFI0,CF01,CFI1,alpha,TH0,TH1,fitness
3.116568914956012e-09,4.728494623655914e-10,5.623812316715543e-09,1.0004584555229717e-08,8.130787096774192e-05,0.00022570564516129037,0.5011730205278593,0.4914956011730205,0.35425219941348973,0.18621700879765396,0.6644428152492668,0.306158357771261,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,-0.558333
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.112903225806452e-09,4.704545454545455e-10,4.12117302052786e-09,1.0004584555229717e-08,0.0002293584516129032,0.000303125,0.5038123167155425,0.913782991202346,0.804692082111437,0.6366568914956012,0.3490469208211144,0.26392961876832843,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
3.2558651026392967e-09,3.782502443792767e-10,5.044926686217008e-09,5.0061355490387744e-09,0.0001304010322580645,0.00030554435483870967,0.16598240469208214,0.2530791788856305,0.5794721407624633,0.12991202346041056,0.39787390029325514,0.38863636363636367,0
