NL0, NL1,tau_m,tau_s,tau_r,tau_plus,tau_minus,a_plus,a_minus,TH0,TH1,K1,K2,Efficiency,FakeRate,Selectivity, #ID
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1.5638009730589678e-09,1e-10,1e-10,6.56e-06,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900401
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.7904173045691911,0.7164687498602473,1.5671497184453824,2.398745692600216,0.0,0.0,0.0,900413
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900415
7.0,9.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,1e-10,8.099310989304981e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900406
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900408
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900414
6.0,5.0,7.953569517133794e-09,1e-10,1e-10,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,6.402847314141031,0.991279661655426,0.9893330931663513,0.4743783175945282,900402
6.0,5.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,1e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,6.402847314141031,0.07277089357376099,0.014666663482785225,0.09759936481714249,900416
10.0,5.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,1e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,5.630174606126129,8.396605232610701,0.07260118424892426,0.003333332482725382,0.0954245775938034,900419
11.0,6.0,1e-10,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,2.8153714393648954,6.320502311774601,0,1,0,900505
7.0,6.0,1e-10,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.8944214729885736,0.8773957166459676,5.976168260993003,8.396605232610701,0,1,0,900511
11.0,6.0,7.953569517133794e-09,1e-10,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.6,2.8153714393648954,6.320502311774601,1.0,0.9893330931663513,0.006631544791162014,900514
7.0,8.0,5.215538012521229e-09,5.195199260182692e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,3.219412154528994e-05,0.8735748754871295,0.6,1.9586090002134096,4.8716739653809125,0.0,0.0,0.0,900506
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,1e-10,8.099310989304981e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900517
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1.5638009730589678e-09,1e-10,1e-10,6.56e-06,1.25e-06,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900515
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,1e-10,8.099310989304981e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900503
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900501
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,8.240053880592148e-06,0.879722000786797,0.8620026752240091,3.0596816192047824,6.320502311774601,0.0,0.0,0.0,900509
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,8.64366280596347,0.0,0.0,0.0,900518
8.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.7904173045691911,0.7164687498602473,1.5671497184453824,2.398745692600216,0.0,0.0,0.0,900508
10.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900516
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1.5638009730589678e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900502
7.0,9.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900504
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900510
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,6.320502311774601,0.0,0.0,0.0,900519
6.0,5.0,7.953569517133794e-09,1e-10,1e-10,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,7.541718270848334,0.9946548342704773,0.9893330931663513,0.4506169557571411,900513
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1.5638009730589678e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,2.400947952495011,0,1,0,900605
7.0,8.0,5.215538012521229e-09,5.195199260182692e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,3.219412154528994e-05,0.7904173045691911,0.7164687498602473,1.5671497184453824,1.4589110968941752,0,1,0,900608
8.0,6.0,1e-10,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.7904173045691911,0.7164687498602473,3.0596816192047824,6.320502311774601,0,1,0,900609
11.0,6.0,1e-10,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,0,1,0,900611
7.0,6.0,8.069921477581233e-09,1e-10,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,6.320502311774601,0.9993252754211426,0.9893330931663513,0.002753708977252245,900616
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900612
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,8.099310989304981e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900614
7.0,5.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900615
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900618
10.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900613
9.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900601
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1.5638009730589678e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.83486283420189,0.0,0.0,0.0,900604
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,1e-10,8.099310989304981e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900619
7.0,9.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.6,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900606
7.0,10.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,3.219412154528994e-05,0.8735748754871295,0.6,1.9586090002134096,4.8716739653809125,0.0,0.0,0.0,900607
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.6285385380199419,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900610
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900617
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,6.56e-06,1.25e-06,0.6,0.8620026752240091,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900603
7.0,6.0,8.069921477581233e-09,1e-10,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,5.630174606126129,6.320502311774601,0.0,0.0,0.0,900602
11.0,6.0,1e-10,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,6.56e-06,1.25e-06,0.6,0.8620026752240091,5.630174606126129,8.83486283420189,0,1,0,900706
7.0,6.0,1e-10,7.66110197386119e-09,1e-10,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0,1,0,900711
11.0,6.0,8.069921477581233e-09,1e-10,1.5638009730589678e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,1.0,0.9893330931663513,1.4426949634938069e-09,900707
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900713
7.0,5.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,6.320502311774601,0.0,0.0,0.0,900714
10.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,6.320502311774601,0.0,0.0,0.0,900712
9.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.6,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900703
9.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,5.630174606126129,6.320502311774601,0.0,0.0,0.0,900704
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,1e-10,6.56e-06,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900716
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900710
7.0,9.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,3.219412154528994e-05,0.8735748754871295,0.6,2.0428922610114766,4.8716739653809125,0.0,0.0,0.0,900708
8.0,10.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.6285385380199419,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900709
7.0,10.0,8.069921477581233e-09,1e-10,2.803696432379964e-09,1e-10,7.402889597559981e-09,6.56e-06,1.25e-06,0.6,0.8620026752240091,5.630174606126129,8.396605232610701,0.983445942401886,0.9439997673034668,0.4622200131416321,900719
7.0,6.0,8.069921477581233e-09,1e-10,1e-10,1e-10,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900702
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,6.320502311774601,0.0,0.0,0.0,900701
9.0,6.0,1e-10,1e-10,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,5.630174606126129,6.320502311774601,0,1,0,900803
7.0,6.0,1e-10,1e-10,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,2.400947952495011,0,1,0,900816
9.0,6.0,1e-10,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,1.25e-06,0.6,0.7133747550948449,5.630174606126129,6.320502311774601,0,1,0,900818
6.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900814
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900805
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.6,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900802
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,1.25e-06,0.879722000786797,0.7164687498602473,5.630174606126129,7.960209453095791,0.0,0.0,0.0,900801
10.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900812
9.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,1.25e-06,0.8735748754871295,0.6,2.0428922610114766,4.8716739653809125,0.0,0.0,0.0,900808
9.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.6,5.630174606126129,6.320502311774601,0.0,0.0,0.0,900807
9.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,6.56e-06,8.240053880592148e-06,0.879722000786797,0.7164687498602473,5.630174606126129,6.320502311774601,0.0,0.0,0.0,900817
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.6,1.794213847736764,6.320502311774601,0.0,0.0,0.0,900811
7.0,9.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,1e-10,6.56e-06,7.701108735351812e-05,0.6285385380199419,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900809
8.0,10.0,8.069921477581233e-09,1e-10,2.803696432379964e-09,1e-10,7.402889597559981e-09,6.56e-06,7.701108735351812e-05,0.6285385380199419,0.8773957166459676,5.630174606126129,8.396605232610701,0.014110232703387737,0.0,0.016281211748719215,900810
