NL0, NL1,tau_m,tau_s,tau_r,tau_plus,tau_minus,a_plus,a_minus,TH0,TH1,K1,K2,Efficiency,FakeRate,Selectivity, #ID
8.0,7.0,6.676480037918957e-09,6.677093506456836e-09,6.44002098108446e-09,5.954506578795493e-09,1.4398509216837705e-09,6.56e-06,4.4392798564380886e-05,0.8871485603745728,0.7584719539713294,5.580824019375632,8.748892233741575,0,1,0,900114
8.0,8.0,3.293899424619191e-09,5.084401291280648e-09,2.064161888486424e-09,4.6185884045565726e-09,5.261468137534885e-09,1.5932750520875743e-05,7.291229926772232e-05,0.9054077605100621,0.7236908360703969,1.1846692413492637,6.287884726809908,0,1,0,900119
10.0,6.0,3.5225685018873405e-09,4.951953467894376e-09,1e-10,4.412651515658827e-09,7.720718887863166e-10,5.324051701723789e-05,6.426058803432331e-05,0.6679467381818235,0.8907674850686409,4.131480757795845,3.6263629877655683,0,1,0,900110
10.0,11.0,3.293899424619191e-09,5.084401291280648e-09,6.99609301140404e-09,4.912354016908826e-09,9.367911674751789e-09,8.849091889448943e-05,6.568968999368464e-05,0.7394664271821807,0.8583966211651706,5.9355106671675,7.978865665354253,0,1,0,900118
6.0,7.0,5.6621709535568746e-09,1.548758379649662e-09,9.783734498939023e-09,9.198656676927744e-09,9.212978899522806e-09,8.413548293707734e-05,1.25e-06,0.6074078706524416,0.8548603035122552,4.741076925018207,9.223046342925697,0.9419190287590027,0.9893330931663513,0.17416322231292725,900102
5.0,5.0,5.370560966076654e-09,1.5137694375198602e-10,4.902695617310272e-09,6.817528067046949e-09,4.725730549319325e-09,9.314166507043748e-05,7.766676836920348e-05,0.8678614502663597,0.6688150046072743,2.087860057728353,4.418448222333064,0.9986518025398254,0.9893330931663513,0.028425907716155052,900115
6.0,7.0,5.6621709535568746e-09,1.548758379649662e-09,9.783734498939023e-09,9.198656676927744e-09,3.744926716812956e-09,4.841473116614795e-05,8.890836155617197e-05,0.8678614502663597,0.6688150046072743,4.741076925018207,9.900858600680584,0.9806668162345886,0.9893330931663513,0.1725403219461441,900116
5.0,10.0,5.370560966076654e-09,1.5137694375198602e-10,4.902695617310272e-09,9.198656676927744e-09,3.744926716812956e-09,4.841473116614795e-05,8.890836155617197e-05,0.6,0.6688150046072743,2.087860057728353,4.418448222333064,0.9993686676025391,0.9893330931663513,0.125085711479187,900101
11.0,10.0,6.509544235240186e-09,1.1565129393249233e-09,8.104182336701863e-09,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,5.5573302490950594e-05,0.6454739076013034,0.7133747550948449,5.630174606126129,8.396605232610701,0.9993266463279724,0.9893330931663513,0.4814286231994629,900001
10.0,8.0,5.215538012521229e-09,5.195199260182692e-09,6.94506807290487e-09,3.486731784048891e-10,7.76381263433241e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.0836232381495297,2.400947952495011,0.0,0.0,0.0,900007
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900002
10.0,7.0,7.953569517133794e-09,4.180692899784134e-09,3.6764647726089697e-09,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.03621164336800575,0.0019999996293336153,0.056120503693819046,900016
8.0,7.0,1.894346685881851e-09,6.56080716568613e-09,2.6468965775657234e-09,1.7352623071718687e-09,7.095122876307446e-09,1.1910628550767901e-05,1.25e-06,0.9259517201230134,0.8518887454281912,5.485496644594053,7.222024751854958,0,1,0,900106
8.0,7.0,1.894346685881851e-09,1e-10,2.6468965775657234e-09,1.7352623071718687e-09,7.095122876307446e-09,1.1910628550767901e-05,8.650684991772566e-05,0.9259517201230134,0.6227351892200838,2.0702297115404176,1.0197377837539436,0,1,0,900107
9.0,11.0,7.369284353887373e-09,9.976162846815061e-09,3.734071825087622e-09,3.0298191322062324e-09,7.249871919674678e-09,7.920073660426172e-05,1.25e-06,0.6552828027323537,0.7631598245634579,1.2413744719589586,6.661674089198884,0,1,0,900105
10.0,10.0,1.820275410727039e-09,1.0541490535290416e-09,3.3987545169678474e-09,9.623028086141108e-10,8.91724443767158e-09,7.335211396084013e-05,1.25e-06,0.6088017406440236,0.9075092538898686,7.499587089178574,2.377346618870926,0,1,0,900108
5.0,6.0,1.820275410727039e-09,1.0541490535290416e-09,3.3987545169678474e-09,9.623028086141108e-10,8.91724443767158e-09,7.335211396084013e-05,5.561252664507792e-05,0.6088017406440236,0.9075092538898686,9.625604228735513,1.1698079623714674,0,1,0,900109
5.0,6.0,1e-10,6.043079948962686e-09,8.163760089349761e-09,1.42400561042619e-09,8.801946695082985e-09,9.600469948145354e-05,2.0341249166993964e-05,0.8304444945425986,0.9165044169392681,7.857031643840508,7.471695691830202,0,1,0,900112
8.0,10.0,8.545280272153788e-09,7.216975680776814e-09,5.966776750032828e-10,2.121671260300536e-09,4.624989393204476e-09,6.71986076142318e-06,2.1939735690199466e-05,0.866232698254649,0.6,8.69820444035797,1.2559928527150466,0,1,0,900113
5.0,6.0,2.1351789302067266e-09,6.043079948962686e-09,8.163760089349761e-09,1.42400561042619e-09,8.801946695082985e-09,9.600469948145354e-05,2.0341249166993964e-05,0.8304444945425986,0.6814944768855765,5.9518904395766015,4.622046943703154,0,1,0,900111
9.0,11.0,7.369284353887373e-09,9.976162846815061e-09,3.734071825087622e-09,3.0298191322062324e-09,7.249871919674678e-09,7.920073660426172e-05,6.740945175151412e-05,0.6552828027323537,0.6,2.4760951390803903,6.661674089198884,0,1,0,900119
11.0,10.0,9.431078122199713e-09,2.98358791744881e-09,9.930085546729714e-10,9.310626134751325e-09,7.53836753984758e-09,3.320367877535626e-05,1.25e-06,0.631759173380546,0.6103399526032652,8.355767942968917,5.503161503801724,0,1,0,900110
11.0,10.0,6.509544235240186e-09,1.1565129393249233e-09,8.104182336701863e-09,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,1.25e-06,0.6454739076013034,0.7133747550948449,5.630174606126129,6.320502311774601,0.9813022613525391,0.9893330931663513,0.1254449337720871,900115
10.0,7.0,7.953569517133794e-09,4.180692899784134e-09,3.734071825087622e-09,3.0298191322062324e-09,1e-10,7.920073660426172e-05,6.740945175151412e-05,0.6552828027323537,0.7631598245634579,1.2413744719589586,2.398745692600216,0.988588809967041,0.9893330931663513,0.03345871716737747,900118
10.0,8.0,5.215538012521229e-09,5.195199260182692e-09,6.94506807290487e-09,1e-10,7.76381263433241e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.0,0.0,0.0,900117
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900101
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900102
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.0836232381495297,2.400947952495011,0.0,0.0,0.0,900116
10.0,7.0,7.953569517133794e-09,4.180692899784134e-09,1e-10,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.2413744719589586,2.398745692600216,0.06543948501348495,0.009333331137895584,0.07673659175634384,900104
7.0,11.0,9.873894238717319e-09,7.354076276128655e-09,1.5638009730589678e-09,3.728270842166169e-09,1e-10,7.487295931297702e-05,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,1.0,0.9893330931663513,0.5170470476150513,900114
10.0,8.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.996000349521637,0.9893330931663513,0.5245500206947327,900103
10.0,8.0,1e-10,1e-10,3.6764647726089697e-09,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,4.8716739653809125,0,1,0,900202
7.0,11.0,1e-10,7.354076276128655e-09,1.5638009730589678e-09,3.728270842166169e-09,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.0836232381495297,2.400947952495011,0,1,0,900205
9.0,11.0,7.369284353887373e-09,9.976162846815061e-09,3.734071825087622e-09,3.0298191322062324e-09,7.249871919674678e-09,7.920073660426172e-05,1.25e-06,0.6552828027323537,0.7631598245634579,2.4760951390803903,6.661674089198884,0,1,0,900211
9.0,11.0,7.369284353887373e-09,9.976162846815061e-09,3.734071825087622e-09,1.7352623071718687e-09,1e-10,1.1910628550767901e-05,1.25e-06,0.9259517201230134,0.8518887454281912,5.485496644594053,7.222024751854958,0,1,0,900212
7.0,6.0,8.069921477581233e-09,1e-10,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.9993252754211426,0.9893330931663513,0.0042099375277757645,900215
10.0,7.0,7.953569517133794e-09,4.180692899784134e-09,3.734071825087622e-09,3.0298191322062324e-09,1e-10,6.56e-06,6.740945175151412e-05,0.6552828027323537,0.7631598245634579,1.2413744719589586,6.661674089198884,0.9919137358665466,0.9893330931663513,0.07724257558584213,900210
11.0,10.0,6.509544235240186e-09,1.1565129393249233e-09,8.104182336701863e-09,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,1.25e-06,0.6454739076013034,0.7133747550948449,5.630174606126129,6.402847314141031,0.9873247742652893,0.9893330931663513,0.12963120639324188,900208
11.0,10.0,6.509544235240186e-09,1.1565129393249233e-09,8.104182336701863e-09,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,1.25e-06,0.6,0.7631598245634579,1.2413744719589586,2.398745692600216,0.9793186187744141,0.9893330931663513,0.23496393859386444,900209
5.0,7.0,7.953569517133794e-09,4.180692899784134e-09,1e-10,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.2413744719589586,2.398745692600216,0.1970123052597046,0.04333332180976868,0.15886452794075012,900217
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,1e-10,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.0,0.0,0.0,900206
10.0,8.0,5.215538012521229e-09,5.195199260182692e-09,1e-10,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,5.5573302490950594e-05,0.6454739076013034,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900207
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1e-10,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900214
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900201
7.0,11.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.5216167446584508,2.400947952495011,0.0,0.0,0.0,900219
10.0,7.0,7.953569517133794e-09,4.180692899784134e-09,1.5638009730589678e-09,3.728270842166169e-09,1e-10,6.56e-06,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,1.0,0.9893330931663513,0.4613456130027771,900218
7.0,5.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.9967144131660461,0.9893330931663513,0.3780818581581116,900216
10.0,8.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,1e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.2413744719589586,2.398745692600216,0.10419001430273056,0.009333331137895584,0.09295480698347092,900203
10.0,11.0,7.953569517133794e-09,4.180692899784134e-09,1e-10,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,5.630174606126129,8.396605232610701,0.9889804720878601,0.9843997359275818,0.5031851530075073,900204
10.0,6.0,7.953569517133794e-09,4.180692899784134e-09,1e-10,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,5.630174606126129,4.8716739653809125,0,1,0,900304
7.0,6.0,1e-10,7.66110197386119e-09,1e-10,1e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.2413744719589586,2.398745692600216,0,1,0,900307
11.0,6.0,1e-10,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0,1,0,900314
11.0,10.0,6.509544235240186e-09,1.1565129393249233e-09,8.104182336701863e-09,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,1.25e-06,0.6,0.6,1.2413744719589586,2.398745692600216,0.9859263896942139,0.9893330931663513,0.12154186517000198,900313
9.0,8.0,5.215538012521229e-09,5.195199260182692e-09,1e-10,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900306
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900319
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,1e-10,6.884466840379891e-05,1.25e-06,0.6454739076013034,0.7133747550948449,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900305
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,8.240053880592148e-06,0.879722000786797,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900315
6.0,7.0,7.953569517133794e-09,4.180692899784134e-09,1.5638009730589678e-09,3.728270842166169e-09,1e-10,6.56e-06,7.701108735351812e-05,0.866232698254649,0.7133747550948449,5.630174606126129,8.396605232610701,1.0,0.9893330931663513,0.3467334806919098,900308
7.0,9.0,8.069921477581233e-09,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,8.099310989304981e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.400947952495011,0.0,0.0,0.0,900301
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.7904173045691911,0.7164687498602473,1.2413744719589586,2.398745692600216,0.0,0.0,0.0,900316
11.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.8773957166459676,1.2413744719589586,2.398745692600216,0.0,0.0,0.0,900302
7.0,11.0,8.069921477581233e-09,1e-10,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.7164687498602473,1.794213847736764,2.723954091813601,1.0,0.9893330931663513,0.1295441836118698,900310
10.0,10.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.7164687498602473,1.5216167446584508,2.400947952495011,0.0,0.0,0.0,900309
11.0,5.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,4.836944533129077e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,6.402847314141031,0.9872800707817078,0.9893330931663513,0.5099951028823853,900312
10.0,8.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,1e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,5.630174606126129,8.396605232610701,0.07567902654409409,0.008666664361953735,0.07155735045671463,900317
10.0,11.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,1e-10,5.4701677609656745e-09,8.382551397416987e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,5.630174606126129,8.396605232610701,0.13868696987628937,0.013333329930901527,0.09164099395275116,900303
7.0,6.0,8.069921477581233e-09,1e-10,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,3.219412154528994e-05,0.8735748754871295,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.0,0.0,0.0,900311
10.0,11.0,7.953569517133794e-09,4.180692899784134e-09,1e-10,4.836944533129077e-10,5.4701677609656745e-09,7.985033083611434e-05,2.146077254025881e-06,0.6,0.8773957166459676,1.9586090002134096,4.8716739653809125,0.0,0.0,0.0,900318
7.0,9.0,1e-10,7.66110197386119e-09,1e-10,1.7175492067587078e-09,7.402889597559981e-09,7.985033083611434e-05,2.146077254025881e-06,0.8944214729885736,0.8773957166459676,1.2413744719589586,2.398745692600216,0,1,0,900407
10.0,8.0,5.215538012521229e-09,5.195199260182692e-09,1e-10,1.9517829355169e-09,4.709814369208286e-09,6.884466840379891e-05,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,2.400947952495011,0,1,0,900410
11.0,6.0,7.953569517133794e-09,1e-10,2.803696432379964e-09,1.7175492067587078e-09,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.9993252754211426,0.9893330931663513,0.007436958607286215,900417
11.0,5.0,7.953569517133794e-09,1e-10,3.6764647726089697e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.9986518025398254,0.9893330931663513,0.013924825005233288,900403
7.0,8.0,5.215538012521229e-09,5.195199260182692e-09,1e-10,1.9517829355169e-09,4.709814369208286e-09,6.56e-06,8.240053880592148e-06,0.879722000786797,0.8620026752240091,2.8153714393648954,6.320502311774601,0.0,0.0,0.0,900409
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1e-10,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.630174606126129,8.396605232610701,0.0,0.0,0.0,900404
7.0,6.0,8.069921477581233e-09,7.66110197386119e-09,2.803696432379964e-09,1.7175492067587078e-09,1e-10,7.985033083611434e-05,1.25e-06,0.8944214729885736,0.8773957166459676,5.976168260993003,8.396605232610701,0.0,0.0,0.0,900418
