tau_m,tau_s,tau_plus,tau_minus,a_minus,a_plus,CFI0,CF01,CFI1,alpha,TH0,TH1,fitness
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.328168784620398e-09,0.0002193341935483871,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.30087976539589445,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.0892961876832846e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.8777126099706745,0.9542521994134898,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.336953405017922e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,4.957478005865102e-10,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,8.14516129032258e-05,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.30087976539589445,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.328168784620398e-09,0.0002193341935483871,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.30087976539589445,0.2784457478005865,0
2.866568914956012e-10,1.0892961876832846e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7483870967741936,0.38152492668621707,0.8777126099706745,0.9542521994134898,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.0892961876832846e-09,7.279178885630498e-10,9.336953405017922e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.336953405017922e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.5961876832844575,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,4.957478005865102e-10,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,8.14516129032258e-05,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.638049853372434,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.890384490061911e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.30087976539589445,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.328168784620398e-09,0.0002193341935483871,4.032258064516129e-06,0.7202346041055719,0.3832844574780059,0.6524926686217009,0.9859237536656892,0.30087976539589445,0.616275659824047,0
2.866568914956012e-10,1.0892961876832846e-09,7.156011730205279e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.8847507331378299,0.9542521994134898,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.0892961876832846e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9542521994134898,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.336953405017922e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.38152492668621707,0.5961876832844575,0.9577712609970674,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,4.957478005865102e-10,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,8.14516129032258e-05,0.7202346041055719,0.38152492668621707,0.6524926686217009,0.9577712609970674,0.6802785923753666,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.890384490061911e-09,0.0002193341935483871,4.032258064516129e-06,0.7202346041055719,0.3832844574780059,0.6524926686217009,0.9859237536656892,0.30087976539589445,0.2784457478005865,0
2.866568914956012e-10,1.09633431085044e-09,7.279178885630498e-10,9.890384490061911e-09,0.0002039122580645161,4.032258064516129e-06,0.7202346041055719,0.3832844574780059,0.6524926686217009,0.9859237536656892,0.30087976539589445,0.2784457478005865,0
2.866568914956012e-10,1.0892961876832846e-09,3.868680351906158e-09,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7219941348973608,0.38152492668621707,0.8671554252199414,0.9542521994134898,0.6387096774193549,0.2784457478005865,0
2.866568914956012e-10,1.0892961876832846e-09,7.279178885630498e-10,9.328168784620398e-09,0.00020288412903225804,4.032258064516129e-06,0.7202346041055719,0.3850439882697947,0.6524926686217009,0.9542521994134898,0.6387096774193549,0.2784457478005865,0
