Event, ID, Stream, Time, Pclass
49500, 1, 20,7.91624e-09,0
49500, 1, 20,7.91624e-09,0
49500, 1, 18,8.49832e-09,0
49500, 1, 18,8.49832e-09,0
49500, 2, 7,8.73115e-09,0
49500, 2, 2,8.73115e-09,0
49500, 2, 3,8.73115e-09,0
49500, 2, 9,8.73115e-09,0
49500, 1, 16,8.96398e-09,0
49500, 1, 14,9.31323e-09,0
49500, 1, 14,9.31323e-09,0
49500, 1, 12,9.66247e-09,0
49500, 1, 12,9.66247e-09,0
49500, 1, 10,9.8953e-09,0
49500, 1, 10,9.8953e-09,0
49500, 1, 8,1.01281e-08,0
49500, 2, 2,1.01281e-08,0
49500, 2, 3,1.01281e-08,0
49500, 2, 9,1.01281e-08,0
49500, 1, 6,1.02445e-08,0
49500, 1, 4,1.02445e-08,0
49500, 1, 2,1.0361e-08,0
49500, 2, 2,1.32713e-08,0
49500, 2, 3,1.32713e-08,0
49500, 2, 9,1.32713e-08,0
49500, 2, 2,1.32713e-08,0
49500, 2, 3,1.32713e-08,0
49500, 2, 9,1.32713e-08,0
49500, 2, 2,1.61817e-08,0
49500, 2, 3,1.61817e-08,0
49500, 2, 9,1.61817e-08,0
49500, 2, 9,1.61817e-08,0
49500, 2, 9,1.851e-08,0
49500, 2, 2,1.86265e-08,0
49500, 2, 3,1.86265e-08,0
49500, 2, 2,2.17697e-08,0
49500, 2, 3,2.17697e-08,0
49500, 2, 9,2.17697e-08,0
49502, 2, 9,5.37839e-08,1
49502, 2, 1,5.37839e-08,1
49502, 2, 2,5.37839e-08,1
49502, 2, 7,5.37839e-08,1
49502, 1, 2,5.9139e-08,1
49502, 1, 4,5.9139e-08,1
49502, 1, 6,5.92554e-08,1
49502, 2, 1,5.92554e-08,1
49502, 2, 2,5.92554e-08,1
49502, 2, 7,5.92554e-08,1
49502, 2, 7,5.92554e-08,1
49502, 2, 1,5.92554e-08,1
49502, 2, 2,5.92554e-08,1
49502, 2, 7,5.92554e-08,1
49502, 1, 8,5.93718e-08,1
49502, 1, 10,5.94882e-08,1
49502, 1, 10,5.94882e-08,1
49502, 1, 12,5.98375e-08,1
49502, 1, 14,6.00703e-08,1
49502, 1, 14,6.00703e-08,1
49502, 1, 16,6.0536e-08,1
49502, 1, 16,6.0536e-08,1
49502, 2, 7,6.07688e-08,1
49502, 2, 1,6.07688e-08,1
49502, 2, 2,6.07688e-08,1
49502, 2, 7,6.07688e-08,1
49502, 1, 18,6.10016e-08,1
49502, 1, 18,6.10016e-08,1
49502, 1, 20,6.14673e-08,1
49502, 1, 20,6.15837e-08,1
49502, 2, 7,6.3912e-08,1
49502, 2, 1,6.40284e-08,1
49502, 2, 2,6.40284e-08,1
49502, 2, 7,6.79865e-08,1
49502, 2, 1,6.8103e-08,1
49502, 2, 2,6.8103e-08,1
49502, 2, 1,6.8103e-08,1
49502, 2, 2,6.8103e-08,1
49502, 2, 7,7.21775e-08,1
49502, 2, 1,7.24103e-08,1
49502, 2, 2,7.24103e-08,1
49503, 2, 7,7.57864e-08,0
49503, 2, 1,7.60192e-08,0
49503, 2, 2,7.60192e-08,0
49503, 2, 1,7.60192e-08,0
49503, 2, 2,7.60192e-08,0
49503, 2, 1,7.60192e-08,0
49503, 2, 2,7.60192e-08,0
49503, 2, 7,8.184e-08,0
49503, 2, 1,8.20728e-08,0
49503, 2, 2,8.20728e-08,0
49503, 1, 18,8.40519e-08,0
49503, 1, 18,8.40519e-08,0
49503, 1, 16,8.42847e-08,0
49503, 1, 16,8.42847e-08,0
49503, 2, 7,8.46339e-08,0
49503, 1, 14,8.47504e-08,0
49503, 2, 1,8.47504e-08,0
49503, 2, 2,8.47504e-08,0
49503, 1, 14,8.47504e-08,0
49503, 2, 1,8.47504e-08,0
49503, 2, 2,8.47504e-08,0
49503, 1, 12,8.50996e-08,0
49503, 1, 12,8.50996e-08,0
49503, 1, 10,8.53324e-08,0
49503, 1, 10,8.53324e-08,0
49503, 1, 8,8.55653e-08,0
49503, 1, 6,8.55653e-08,0
49503, 2, 7,8.56817e-08,0
49503, 1, 4,8.56817e-08,0
49503, 2, 7,8.56817e-08,0
49503, 1, 2,8.57981e-08,0
49503, 2, 1,8.57981e-08,0
49503, 2, 2,8.57981e-08,0
49503, 2, 1,8.57981e-08,0
49503, 2, 2,8.57981e-08,0
49503, 2, 7,8.90577e-08,0
49503, 2, 1,8.91741e-08,0
49503, 2, 2,8.91741e-08,0
49503, 2, 1,9.32487e-08,0
49503, 2, 2,9.32487e-08,0
49503, 2, 7,9.32487e-08,0
49503, 2, 1,9.32487e-08,0
49503, 2, 2,9.32487e-08,0
49503, 2, 7,9.32487e-08,0
49503, 2, 7,9.63919e-08,0
49503, 2, 7,9.63919e-08,0
49503, 2, 1,9.65083e-08,0
49503, 2, 2,9.65083e-08,0
49503, 2, 1,9.83709e-08,0
49503, 2, 2,9.83709e-08,0
49503, 2, 7,9.83709e-08,0
49507, 2, 11,1.77766e-07,1
49507, 2, 5,1.77883e-07,1
49507, 2, 6,1.77883e-07,1
49507, 2, 5,1.81259e-07,1
49507, 2, 6,1.81259e-07,1
49507, 2, 11,1.81259e-07,1
49507, 1, 2,1.82888e-07,1
49507, 1, 4,1.83005e-07,1
49507, 2, 11,1.83121e-07,1
49507, 1, 6,1.83121e-07,1
49507, 2, 11,1.83121e-07,1
49507, 2, 11,1.83121e-07,1
49507, 1, 8,1.83121e-07,1
49507, 2, 5,1.83121e-07,1
49507, 2, 6,1.83121e-07,1
49507, 2, 11,1.83121e-07,1
49507, 1, 10,1.83354e-07,1
49507, 1, 10,1.83354e-07,1
49507, 1, 12,1.83587e-07,1
49507, 1, 12,1.83587e-07,1
49507, 1, 12,1.83587e-07,1
49507, 1, 12,1.83587e-07,1
49507, 1, 14,1.83936e-07,1
49507, 1, 14,1.83936e-07,1
49507, 1, 14,1.83936e-07,1
49507, 1, 14,1.83936e-07,1
49507, 2, 11,1.84169e-07,1
49507, 1, 16,1.84402e-07,1
49507, 2, 5,1.84402e-07,1
49507, 2, 6,1.84402e-07,1
49507, 1, 16,1.84402e-07,1
49507, 2, 5,1.84402e-07,1
49507, 2, 6,1.84402e-07,1
49507, 2, 5,1.84402e-07,1
49507, 2, 6,1.84402e-07,1
49507, 1, 18,1.84635e-07,1
49507, 1, 18,1.84635e-07,1
49507, 1, 20,1.85333e-07,1
49507, 2, 9,1.9127e-07,1
49507, 2, 5,1.91387e-07,1
49507, 2, 6,1.91387e-07,1
49507, 2, 5,1.94064e-07,1
