Event,Time,V(t)_0,V(t)_1,V(t)_2,V(t)_3,V(t)_4,V(t)_5,V(t)_6,V(t)_7,V(t)_8,V(t)_9,V(t)_10,V(t)_11,V(t)_12,V(t)_13,V(t)_14,V(t)_15,V(t)_16,V(t)_17,V(t)_18,V(t)_19
2,3.1371e-08,0.198088,0.206443,0.0689799,0.220613,0.305837,0.123237,0.164253,0.231773,0.256385,0.272071,0.0874621,0.101226,0.175499,0.108272,0.131869,0.0904837,0.159771,0.111079,0.127316,0.0671923
2,3.13841e-08,0.195278,0.204405,0.0674023,0.217746,0.302858,0.120306,0.161613,0.228246,0.261164,0.269848,0.0858662,0.100841,0.17796,0.107549,0.130037,0.0893457,0.158513,0.110034,0.126228,0.0664802
2,3.13972e-08,0.19231,0.202091,0.065845,0.214671,0.299467,0.117426,0.158882,0.224564,0.264685,0.267204,0.0842454,0.100244,0.179691,0.106637,0.128095,0.0881176,0.157003,0.108834,0.124948,0.0676813
2,3.14103e-08,0.189212,0.199542,0.0643095,0.211422,0.295721,0.114597,0.156077,0.220757,0.267094,0.264197,0.0826069,0.0994357,0.180747,0.105563,0.126062,0.0867546,0.155247,0.107501,0.123504,0.068561
2,3.14234e-08,0.186009,0.196793,0.0627972,0.208028,0.291675,0.111821,0.154857,0.21685,0.26852,0.26088,0.0808915,0.0984688,0.181209,0.10435,0.123955,0.0853891,0.153332,0.106036,0.12192,0.0691563
2,3.14365e-08,0.18272,0.193875,0.061309,0.204515,0.287375,0.109098,0.159175,0.212718,0.26908,0.257121,0.0792378,0.0973909,0.181148,0.103017,0.121788,0.0839716,0.151258,0.104443,0.120217,0.0695008
2,3.14496e-08,0.18466,0.190817,0.0598458,0.200908,0.282591,0.106429,0.162553,0.208678,0.26888,0.253323,0.0775832,0.0961949,0.180628,0.101514,0.119573,0.0825121,0.149049,0.102825,0.118413,0.0696242
2,3.14627e-08,0.18699,0.192538,0.0584083,0.197227,0.277914,0.103814,0.164985,0.204598,0.268012,0.24934,0.0759323,0.0948983,0.179708,0.0999963,0.117323,0.0810196,0.146636,0.10114,0.116385,0.0695535
2,3.14758e-08,0.188552,0.199571,0.0569971,0.19349,0.273096,0.101253,0.166796,0.200492,0.266563,0.245204,0.0742887,0.0935168,0.178439,0.0984079,0.115047,0.079502,0.144225,0.0994027,0.114434,0.0693126
2,3.14889e-08,0.189438,0.205096,0.0556126,0.189715,0.268167,0.100058,0.167957,0.196375,0.264605,0.240946,0.0726559,0.0920645,0.176867,0.0967614,0.112755,0.0779662,0.141739,0.0976228,0.112428,0.0688478
2,3.1502e-08,0.189728,0.209534,0.054255,0.185915,0.263154,0.100121,0.168543,0.192258,0.262208,0.23659,0.0709309,0.0905074,0.175033,0.0950682,0.110454,0.0764185,0.139137,0.0958103,0.11038,0.0683308
2,3.15151e-08,0.189293,0.212889,0.0527362,0.181952,0.258027,0.0999192,0.168624,0.187967,0.25943,0.232103,0.0692495,0.088862,0.172974,0.0933383,0.108113,0.0748642,0.136548,0.0938349,0.108272,0.067639
2,3.15483e-08,0.18679,0.217293,0.0651552,0.172318,0.245022,0.0984339,0.166966,0.177678,0.250914,0.220679,0.0652826,0.0847711,0.166959,0.0888463,0.10231,0.0709253,0.129858,0.0890779,0.102913,0.0656445
2,3.15815e-08,0.182194,0.216974,0.0767549,0.162824,0.23202,0.0958928,0.163274,0.167632,0.241135,0.209176,0.061458,0.0805655,0.165991,0.0842449,0.0966136,0.0749295,0.123113,0.0843701,0.0975253,0.0644805
2,3.16147e-08,0.176166,0.213696,0.0839267,0.153572,0.219213,0.0936214,0.167086,0.157912,0.230506,0.197787,0.064572,0.0762984,0.163135,0.0797169,0.092577,0.079983,0.116427,0.0797279,0.0921983,0.0702007
2,3.16479e-08,0.169201,0.20814,0.0878143,0.144632,0.206739,0.0957549,0.175309,0.148572,0.219425,0.186651,0.073043,0.0721257,0.158513,0.0752734,0.088631,0.08241,0.109886,0.0752023,0.0869945,0.0732525
2,3.16811e-08,0.16797,0.201035,0.0892873,0.137245,0.194691,0.0958504,0.178597,0.139644,0.208185,0.175865,0.0804344,0.0680509,0.152919,0.0709571,0.0844715,0.082916,0.103546,0.0708282,0.0819571,0.0743441
2,3.17143e-08,0.174798,0.192924,0.0890059,0.131348,0.183129,0.0944823,0.178279,0.131145,0.197002,0.165385,0.0845319,0.0641075,0.146614,0.0667969,0.0801609,0.0916394,0.0974451,0.0666284,0.0771146,0.0768792
2,3.17475e-08,0.177077,0.184213,0.0874699,0.125278,0.172089,0.0920846,0.18704,0.123082,0.186025,0.155468,0.0862047,0.0603174,0.139892,0.0628109,0.077622,0.09811,0.0916075,0.0644179,0.0724845,0.0834597
2,3.17807e-08,0.175954,0.175202,0.0850569,0.119046,0.161589,0.0889842,0.195778,0.119905,0.175361,0.146022,0.0861128,0.056694,0.132973,0.0590097,0.0747486,0.101282,0.0860463,0.0669919,0.0680613,0.0868196
2,3.18139e-08,0.18175,0.165956,0.0820508,0.11446,0.151634,0.085426,0.199112,0.115761,0.165082,0.137057,0.0847562,0.0661923,0.126016,0.055398,0.0715667,0.101969,0.0807666,0.0748291,0.0638791,0.0880136
2,3.18471e-08,0.190567,0.156954,0.0841988,0.110574,0.149835,0.0815928,0.198475,0.111127,0.155105,0.131522,0.0825126,0.0738465,0.119136,0.0599944,0.0682111,0.100987,0.0785374,0.0866096,0.0671712,0.0875511
2,3.18803e-08,0.194036,0.148143,0.0972154,0.106155,0.148243,0.0776197,0.195078,0.106959,0.14572,0.126462,0.0796661,0.0782313,0.112375,0.0647031,0.0647813,0.0987698,0.0768992,0.0937635,0.0730203,0.085907
2,3.18821e-08,0.194101,0.147684,0.0977476,0.10591,0.148104,0.0774076,0.194837,0.106951,0.145237,0.126179,0.0795031,0.0783895,0.112025,0.064882,0.0645993,0.0986259,0.076791,0.0940374,0.0732459,0.0857944
2,3.18838e-08,0.194154,0.147226,0.0982658,0.105664,0.14796,0.0771955,0.194591,0.106939,0.144754,0.125895,0.079339,0.0785412,0.111676,0.0650546,0.0644173,0.0984796,0.0766809,0.0943019,0.073464,0.0856796
2,3.18856e-08,0.194197,0.146768,0.0987701,0.105417,0.147811,0.0769833,0.19434,0.106921,0.144274,0.125609,0.0791739,0.0786864,0.111327,0.065221,0.0642353,0.098331,0.0765691,0.0945572,0.0736747,0.0855625
2,3.18874e-08,0.19423,0.146311,0.0992609,0.105169,0.147658,0.076771,0.194083,0.106898,0.143794,0.125323,0.0790078,0.0788252,0.110979,0.0653813,0.0640533,0.0981802,0.0764554,0.0948034,0.0738781,0.0854434
2,3.18891e-08,0.194253,0.145855,0.0997382,0.104921,0.1475,0.0765587,0.193822,0.106871,0.143316,0.125035,0.0788407,0.0789578,0.110632,0.0655357,0.0638714,0.0980273,0.0763399,0.0950407,0.0740744,0.0853221
2,3.18909e-08,0.194266,0.1454,0.100202,0.104672,0.147338,0.0763463,0.193555,0.106838,0.142839,0.124747,0.0786727,0.0790841,0.110285,0.0656841,0.0636895,0.0978722,0.0762228,0.0952692,0.0742636,0.0851987
2,3.18926e-08,0.194269,0.144946,0.100654,0.104421,0.147171,0.0761338,0.193284,0.106801,0.142583,0.124457,0.0785038,0.0792045,0.109939,0.0658267,0.0635077,0.097715,0.0761039,0.0954891,0.0744459,0.0850734
2,3.18944e-08,0.194263,0.144492,0.101092,0.104171,0.147,0.0759214,0.193008,0.10676,0.142408,0.124166,0.0783339,0.0793188,0.109593,0.0659637,0.0633259,0.0975558,0.0759834,0.0957005,0.0746214,0.084946
2,3.18961e-08,0.194247,0.144039,0.101518,0.103919,0.146825,0.0757089,0.192727,0.106714,0.142228,0.123874,0.0781632,0.0794273,0.109248,0.066095,0.0631442,0.0973945,0.0758613,0.0959035,0.0747902,0.0848168
2,3.18979e-08,0.194222,0.143588,0.101931,0.103667,0.146646,0.0754964,0.192442,0.106664,0.142045,0.123581,0.0779916,0.0795299,0.108904,0.0662208,0.0629625,0.0972314,0.0757376,0.0960982,0.0749524,0.0846856
2,3.18996e-08,0.194188,0.143136,0.102332,0.103414,0.146462,0.075284,0.192152,0.106609,0.141857,0.123288,0.0778192,0.0796269,0.108561,0.0663412,0.062781,0.0970663,0.0756123,0.0962849,0.0751081,0.0845525
2,3.19069e-08,0.193954,0.141279,0.103867,0.10236,0.145662,0.0744051,0.190909,0.106338,0.140951,0.122062,0.0770975,0.07997,0.107147,0.0667834,0.0620308,0.0962852,0.0750782,0.0969742,0.077166,0.0839831
2,3.19142e-08,0.193578,0.139437,0.10521,0.101297,0.144799,0.0735271,0.189596,0.105999,0.140082,0.120824,0.0763636,0.0809828,0.105744,0.0671403,0.0612826,0.0955544,0.0745203,0.0975362,0.0793183,0.0833851
2,3.19215e-08,0.193071,0.13761,0.106373,0.100226,0.143879,0.0726508,0.188222,0.105598,0.139159,0.119574,0.0756188,0.084773,0.104354,0.0674174,0.0605369,0.0947969,0.0739408,0.0979792,0.081255,0.0827611
2,3.19287e-08,0.192442,0.135799,0.107367,0.0991488,0.142906,0.0717767,0.18679,0.105138,0.138188,0.118313,0.0748647,0.0882285,0.102976,0.0676201,0.0597942,0.0940153,0.0733417,0.0983114,0.0829898,0.0821134
2,3.1936e-08,0.1917,0.134004,0.108205,0.0980659,0.141884,0.0709053,0.185306,0.104625,0.137171,0.117045,0.0741024,0.0913699,0.101611,0.068885,0.0590547,0.0932118,0.0727248,0.0985401,0.0845353,0.0814442
2,3.19433e-08,0.190855,0.132226,0.108895,0.0969789,0.140819,0.070557,0.183775,0.104063,0.136115,0.115771,0.0733331,0.0942165,0.100259,0.0708983,0.058319,0.0923887,0.0720918,0.0986725,0.0859036,0.0807554
2,3.19505e-08,0.189912,0.130465,0.109448,0.0958892,0.141337,0.0711871,0.182202,0.103456,0.135021,0.114584,0.072558,0.0967869,0.0989197,0.0730467,0.0575873,0.091548,0.0714445,0.0987152,0.0871059,0.0800492
2,3.19578e-08,0.188881,0.128721,0.109708,0.0947976,0.145167,0.071715,0.180591,0.102806,0.133894,0.114246,0.071778,0.0990981,0.0981043,0.0772164,0.05686,0.0906916,0.0715597,0.0986744,0.0892143,0.0793272
2,3.19651e-08,0.187769,0.126994,0.110017,0.0937053,0.148611,0.0721474,0.178945,0.102119,0.132737,0.113839,0.0709943,0.101167,0.0986912,0.0810309,0.0561373,0.0898213,0.0718035,0.0985561,0.0929567,0.0785911
2,3.19723e-08,0.186581,0.125285,0.110214,0.0926132,0.151692,0.0724907,0.177269,0.101396,0.131553,0.11641,0.0702076,0.103008,0.0991564,0.084512,0.0554195,0.0889388,0.0719717,0.0983657,0.0963611,0.0778427
2,3.19796e-08,0.185325,0.123594,0.110307,0.0915222,0.154433,0.0727509,0.175566,0.100642,0.130345,0.119834,0.0694189,0.104636,0.0995083,0.0876802,0.0547069,0.0880457,0.0720694,0.0981085,0.0994483,0.0770832
2,3.19815e-08,0.184991,0.123162,0.110315,0.0912421,0.155085,0.072805,0.175124,0.100443,0.130031,0.120659,0.069216,0.105021,0.0995813,0.088446,0.0545246,0.0878147,0.0720837,0.0980323,0.100193,0.0768864
2,3.19833e-08,0.184654,0.122731,0.110317,0.0909622,0.155716,0.072854,0.174681,0.100242,0.129715,0.121461,0.069013,0.105394,0.0996474,0.0891927,0.0543428,0.0875832,0.0720938,0.097952,0.100918,0.0766891
2,3.19852e-08,0.184313,0.122302,0.110313,0.0906825,0.156327,0.0728982,0.174237,0.10004,0.129399,0.122242,0.06881,0.105754,0.0997069,0.0899207,0.0541613,0.087351,0.0720998,0.0978678,0.101624,0.0764912
2,3.19871e-08,0.183968,0.121874,0.110303,0.0904029,0.156919,0.0729375,0.173791,0.0998359,0.129081,0.123001,0.0686069,0.106101,0.0997597,0.0906303,0.0539801,0.0871184,0.0721016,0.0977797,0.102311,0.0762927
2,3.19889e-08,0.183619,0.121447,0.110286,0.0901235,0.15749,0.072972,0.173344,0.09963,0.128761,0.12374,0.0684039,0.106436,0.099806,0.0913217,0.0537993,0.0868852,0.0720994,0.0976879,0.10298,0.0760937
2,3.19908e-08,0.183266,0.121021,0.110265,0.0898443,0.158042,0.0730019,0.172895,0.0994224,0.128441,0.124458,0.0682007,0.106759,0.099846,0.0919953,0.0536189,0.0866515,0.0720932,0.0975924,0.103631,0.0758941
2,3.19927e-08,0.18291,0.120597,0.110237,0.0895653,0.158576,0.0730272,0.172445,0.0992132,0.128119,0.125157,0.0679976,0.10707,0.0998797,0.0926514,0.0534389,0.0864174,0.0720832,0.0974932,0.104264,0.0756941
2,3.19945e-08,0.182551,0.120173,0.110204,0.0892865,0.159091,0.073048,0.171994,0.0990023,0.127796,0.125835,0.0677945,0.10737,0.0999072,0.0932902,0.0532592,0.0861829,0.0720694,0.0973905,0.10488,0.0754935
2,3.19964e-08,0.182187,0.119751,0.110165,0.0890079,0.159587,0.0730643,0.171542,0.0987899,0.127473,0.126494,0.0675914,0.107658,0.0999288,0.093912,0.05308,0.0859479,0.0720519,0.0972843,0.105478,0.0752925
2,3.19983e-08,0.181821,0.11933,0.110121,0.0887296,0.160065,0.0730764,0.171089,0.0985759,0.127148,0.127133,0.0673883,0.107935,0.0999444,0.0945172,0.0529011,0.0857125,0.0720307,0.0971747,0.10606,0.0750911
2,3.20001e-08,0.181451,0.11891,0.110072,0.0884515,0.160526,0.0730841,0.170509,0.0983604,0.126822,0.127754,0.0671852,0.1082,0.0999542,0.0951059,0.0527226,0.0854767,0.0720059,0.0970618,0.106625,0.0748501
2,3.20232e-08,0.176648,0.113826,0.109066,0.085043,0.16487,0.0731694,0.164835,0.095593,0.123506,0.133982,0.0646853,0.110638,0.0996368,0.101123,0.0505519,0.0847606,0.07143,0.095418,0.112335,0.0723323
2,3.20462e-08,0.171494,0.108926,0.107441,0.081691,0.167069,0.084232,0.159014,0.0926702,0.122731,0.137911,0.0622094,0.111735,0.098629,0.105135,0.0484446,0.0894917,0.0722032,0.0933888,0.116017,0.0729366
2,3.20693e-08,0.1661,0.117614,0.105335,0.0784094,0.167548,0.092406,0.160295,0.089646,0.121185,0.139986,0.0597712,0.111759,0.0970805,0.107523,0.0477209,0.0955647,0.0741479,0.091069,0.118061,0.0761122
2,3.20923e-08,0.160556,0.128508,0.102863,0.0752085,0.166657,0.098073,0.165372,0.0865644,0.119037,0.140572,0.0573815,0.11093,0.0951143,0.108604,0.0468049,0.10736,0.0751298,0.0885358,0.118789,0.0780567
2,3.21154e-08,0.154936,0.136186,0.10012,0.072096,0.164686,0.101721,0.16815,0.0834605,0.116429,0.139971,0.0550485,0.10943,0.0928314,0.108639,0.0457225,0.115913,0.0753397,0.0858526,0.118466,0.0790089
2,3.21384e-08,0.155194,0.141249,0.109831,0.070198,0.161871,0.104022,0.16908,0.0803624,0.113475,0.138432,0.0527781,0.107409,0.0903143,0.107843,0.044516,0.121768,0.0749349,0.0830704,0.117311,0.0791187
2,3.21615e-08,0.160381,0.144067,0.118165,0.0690958,0.158408,0.105061,0.168537,0.0772925,0.110268,0.136159,0.0505748,0.104989,0.0907599,0.106392,0.0432106,0.125543,0.0740451,0.0802308,0.115504,0.0786449
2,3.21845e-08,0.163284,0.152321,0.123887,0.0676963,0.154456,0.105089,0.167397,0.0742682,0.106884,0.133322,0.0484413,0.102271,0.0918099,0.104433,0.0460396,0.127588,0.0727767,0.0773672,0.113192,0.0776721
2,3.22076e-08,0.164351,0.176397,0.127491,0.0660715,0.150146,0.104313,0.173843,0.0715609,0.103387,0.130057,0.0520419,0.0993364,0.0919475,0.102085,0.048819,0.128244,0.0712175,0.0745061,0.110498,0.0763104
2,3.22306e-08,0.163862,0.194179,0.129386,0.0642648,0.145585,0.102907,0.177644,0.071882,0.0998248,0.126478,0.0577513,0.0962526,0.0913592,0.0994464,0.0506559,0.127793,0.0694389,0.0716689,0.107521,0.0746501
2,3.22537e-08,0.162305,0.206828,0.135434,0.0623551,0.140858,0.101009,0.179315,0.0715918,0.0962389,0.122677,0.0618474,0.102521,0.0901628,0.0965403,0.0517305,0.126465,0.0674998,0.068872,0.10434,0.0772804
2,3.22584e-08,0.161868,0.208873,0.138298,0.0619536,0.139877,0.100571,0.179434,0.0714692,0.0955056,0.121879,0.0625147,0.105132,0.0898673,0.095938,0.0518703,0.126103,0.0670879,0.0683062,0.103671,0.0782272
2,3.22631e-08,0.161394,0.210751,0.140983,0.061549,0.138893,0.106689,0.179486,0.0713274,0.0947729,0.121075,0.0631295,0.107585,0.0895542,0.0953302,0.0519857,0.125715,0.0666717,0.0677427,0.102997,0.0791032
2,3.22678e-08,0.160885,0.212469,0.143496,0.0611417,0.137906,0.112532,0.179683,0.0711674,0.094041,0.120267,0.0636941,0.109888,0.0892244,0.0947173,0.0520777,0.1253,0.0662515,0.0671817,0.102318,0.0799115
2,3.22725e-08,0.160345,0.214035,0.145843,0.0607319,0.136917,0.118066,0.180224,0.07099,0.0933102,0.119453,0.0642106,0.112047,0.0888789,0.0940997,0.0521474,0.124861,0.0658277,0.0666232,0.101634,0.0806547
2,3.22772e-08,0.159773,0.215454,0.148031,0.0603199,0.135926,0.123304,0.180677,0.0707961,0.0925806,0.118636,0.064681,0.114068,0.0893589,0.0934778,0.0521958,0.124399,0.0654005,0.0660672,0.100947,0.0813358
2,3.22819e-08,0.159173,0.216733,0.150067,0.0599059,0.13566,0.128259,0.181047,0.0705866,0.0918525,0.117978,0.0651073,0.115956,0.0899554,0.0933729,0.0522239,0.123915,0.0649702,0.0655139,0.100256,0.0819572
2,3.22866e-08,0.158804,0.217878,0.151957,0.0594902,0.136192,0.13294,0.181337,0.0703622,0.091126,0.117772,0.0654914,0.117717,0.0904933,0.0943636,0.0522325,0.12341,0.0650436,0.0649633,0.0997895,0.0825216
2,3.22914e-08,0.159186,0.218894,0.153707,0.059073,0.136653,0.13736,0.18155,0.0701237,0.0904013,0.117535,0.065835,0.119356,0.090975,0.0953157,0.0522225,0.122886,0.0652221,0.0644155,0.100998,0.0830314
