Event,ID,Stream,Time,Pclass
99501, 1, -5,3.50852e-08,4
99501, 1, -5,3.50852e-08,4
99501, 1, -5,3.50856e-08,4
99501, 1, -5,3.50856e-08,4
99501, 1, -13,3.51249e-08,4
99501, 1, -13,3.51249e-08,4
99501, 1, -13,3.51252e-08,4
99501, 1, -13,3.51252e-08,4
99501, 1, -20,3.51608e-08,4
99501, 1, -20,3.51608e-08,4
99501, 1, -20,3.51611e-08,4
99501, 1, -20,3.51611e-08,4
99501, 1, -28,3.52021e-08,4
99501, 1, -28,3.52021e-08,4
99501, 1, -28,3.52024e-08,4
99501, 1, -28,3.52024e-08,4
99501, 1, -29,3.52039e-08,4
99501, 1, -29,3.52039e-08,4
99501, 1, -29,3.52046e-08,4
99501, 1, -29,3.52046e-08,4
99501, 1, -34,3.52307e-08,4
99501, 1, -34,3.52307e-08,4
99501, 1, -34,3.52309e-08,4
99501, 1, -34,3.52309e-08,4
99501, 1, -40,3.52598e-08,4
99501, 1, -40,3.52598e-08,4
99501, 1, -40,3.52603e-08,4
99501, 1, -40,3.52603e-08,4
99501, 1, -43,3.52773e-08,4
99501, 1, -43,3.52773e-08,4
99501, 1, -45,3.5284e-08,4
99501, 1, -45,3.5284e-08,4
99501, 1, -47,3.52955e-08,4
99501, 1, -47,3.52955e-08,4
99501, 1, -48,3.52999e-08,4
99501, 1, -48,3.52999e-08,4
99501, 2, 1,3.54421e-08,4
99501, 2, 2,3.54421e-08,4
99501, 2, 6,3.54425e-08,4
99501, 2, 10,3.56087e-08,4
99501, 2, 2,3.56262e-08,4
99501, 2, 3,3.56262e-08,4
99501, 2, 8,3.56266e-08,4
99501, 2, 0,3.57416e-08,4
99501, 2, 1,3.57416e-08,4
99501, 2, 9,3.5742e-08,4
99501, 2, 3,3.59694e-08,4
99501, 2, 4,3.59694e-08,4
99503, 1, -4,7.5258e-08,2
99503, 1, -4,7.5258e-08,2
99503, 1, -4,7.52592e-08,2
99503, 1, -4,7.52592e-08,2
99503, 1, -13,7.54141e-08,2
99503, 1, -13,7.54141e-08,2
99503, 1, -13,7.54155e-08,2
99503, 1, -13,7.54155e-08,2
99503, 1, -21,7.55532e-08,2
99503, 1, -21,7.55532e-08,2
99503, 1, -21,7.55546e-08,2
99503, 1, -21,7.55546e-08,2
99503, 1, -28,7.56591e-08,2
99503, 1, -28,7.56591e-08,2
99503, 1, -28,7.56605e-08,2
99503, 1, -28,7.56605e-08,2
99503, 1, -35,7.57796e-08,2
99503, 1, -35,7.57796e-08,2
99503, 1, -35,7.57807e-08,2
99503, 1, -35,7.57807e-08,2
99503, 1, -40,7.58629e-08,2
99503, 1, -40,7.58629e-08,2
99503, 1, -40,7.58641e-08,2
99503, 1, -40,7.58641e-08,2
99503, 1, -40,7.5869e-08,2
99503, 1, -40,7.5869e-08,2
99503, 1, -40,7.58703e-08,2
99503, 1, -40,7.58703e-08,2
99503, 1, -43,7.59162e-08,2
99503, 1, -43,7.59162e-08,2
99503, 2, 1,7.59165e-08,2
99503, 2, 2,7.59165e-08,2
99503, 2, 6,7.59169e-08,2
99503, 1, -45,7.59485e-08,2
99503, 1, -45,7.59485e-08,2
99503, 2, 10,7.59488e-08,2
99503, 1, -47,7.59767e-08,2
99503, 1, -47,7.59767e-08,2
99503, 2, 1,7.5977e-08,2
99503, 2, 2,7.5977e-08,2
99503, 2, 6,7.59774e-08,2
99503, 1, -48,7.59947e-08,2
99503, 1, -48,7.59947e-08,2
99503, 2, 10,7.59951e-08,2
99503, 2, 1,7.60356e-08,2
99503, 2, 2,7.60356e-08,2
99503, 2, 6,7.6036e-08,2
99503, 1, -4,9.77519e-08,2
99503, 1, -4,9.77519e-08,2
99503, 1, -4,9.77532e-08,2
99503, 1, -4,9.77532e-08,2
99503, 1, -13,9.79081e-08,2
99503, 1, -13,9.79081e-08,2
99503, 1, -13,9.79095e-08,2
99503, 1, -13,9.79095e-08,2
99503, 1, -21,9.80472e-08,2
99503, 1, -21,9.80472e-08,2
99503, 1, -21,9.80486e-08,2
99503, 1, -21,9.80486e-08,2
99503, 1, -28,9.8153e-08,2
99503, 1, -28,9.8153e-08,2
99503, 1, -28,9.81545e-08,2
99503, 1, -28,9.81545e-08,2
99503, 1, -35,9.82736e-08,2
99503, 1, -35,9.82736e-08,2
99503, 1, -35,9.82747e-08,2
99503, 1, -35,9.82747e-08,2
99503, 1, -40,9.83569e-08,2
99503, 1, -40,9.83569e-08,2
99503, 1, -40,9.83581e-08,2
99503, 1, -40,9.83581e-08,2
99503, 1, -40,9.8363e-08,2
99503, 1, -40,9.8363e-08,2
99503, 1, -40,9.83643e-08,2
