tau_m,tau_s,tau_r,tau_plus,tau_minus,a_plus,a_minus,CFI0,CF01,CFI1,alpha,TH0,TH1,fitnessEff,fitnessFake,fitnessSel
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7807690555139849,0.0649093,0.027,0.0735873
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.7740884869527527,0.6,0.7807690555139849,0.997812,0.9966,0.527429
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.7515941043724054,0.5,0.1,0.6,0.7807690555139849,0.0611612,0.0224,0.0890003
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.883359,0.9926,0.408772
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.10146384350151683,0.6,0.9002248044769313,0.72798,0.7698,0.424559
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.5,0.5,0.1,0.8301718335777343,0.8373538163164983,0.774784,0.7954,0.467432
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,1.0,0.9966,0.503203
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.5285944741507999,0.632373177963066,0.6,0.152422,0.0734,0.154276
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.8301718335777343,0.6,0.10861,0.047,0.151346
5.079672264508865e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.5,0.35995581830137946,0.8301718335777343,0.8352382427968593,0.873498,0.9216,0.472858
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7807690555139849,1.0,0.9966,0.155924
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.1,0.632373177963066,0.6,0.0265129,0.0256,0.077572
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.872686,0.9028,0.530966
8.818519320555915e-09,1e-10,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6404503218954342,0.5,0.1,0.8301718335777343,0.8352382427968593,0.881221,0.9966,0.412514
8.818519320555915e-09,1e-10,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.8996557166052567,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.00855274,0.005,0.0218586
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.5,0.8612860525679867,0.7165974330672222,0.1,0.6,0.7807690555139849,0.978102,0.9966,0.269237
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.8152910804229487,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.8301718335777343,0.6,0.986457,0.9966,0.228674
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8360650823730129,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.8352382427968593,1.0,0.9966,0.143791
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.00139256,0.0,0.00293825
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.5,0.5220244827120087,0.7737642401893423,0.8301718335777343,0.6,0.000396389,0.0,0.000983422
5.079672264508865e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.534494521631937,0.7515941043724054,0.5,0.1,0.6,0.6,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.534494521631937,0.5,0.5,0.1,0.8301718335777343,0.7807690555139849,0.734853,0.6976,0.492728
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.6,0.8352382427968593,0.950562,0.8714,0.530466
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.8373538163164983,0.557753,0.326,0.39511
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.8352382427968593,0.0460599,0.0084,0.0566655
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.000401856,0.0,0.000928688
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.8996557166052567,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.534494521631937,0.508714161670774,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.7807690555139849,0.714337,0.7236,0.410171
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5,0.3308592067905477,0.8301718335777343,0.8373538163164983,0.0121504,0.0028,0.0212056
8.818519320555915e-09,4.359391474784643e-09,4.04769545484962e-09,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.5,0.5,0.5,0.709097164392655,0.8301718335777343,0.8373538163164983,0.0123461,0.003,0.0208369
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.632373177963066,0.6,0.297521,0.2286,0.234546
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.226732,0.0914,0.188962
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,1e-10,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.6,0.7807690555139849,1.0,0.9966,0.00397725
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.5285944741507999,0.632373177963066,0.6,0.0121551,0.0022,0.0243565
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.534494521631937,0.7515941043724054,0.5,0.1,0.6,0.7807690555139849,1.0,0.9966,0.015071
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.6,0.847131,0.908,0.52207
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,5.418639312765347e-05,0.534494521631937,0.7515941043724054,0.5,0.1,0.6188166520409609,0.7807690555139849,0.903935,0.9878,0.528675
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7807690555139849,0.0280637,0.0088,0.0441263
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.8301718335777343,0.6,0.904044,0.9944,0.52207
4.67086678713518e-09,1e-10,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7807690555139849,0.0280637,0.0088,0.0441263
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8612860525679867,0.7165974330672222,0.5285944741507999,0.632373177963066,0.6,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.8152910804229487,0.6404503218954342,0.8396405431590938,0.10146384350151683,0.6,0.8352382427968593,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.632373177963066,0.6,0.996402,0.9966,0.27835
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8360650823730129,0.8396405431590938,0.2243388540139658,0.8301718335777343,0.8352382427968593,0.994408,0.9966,0.283421
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.8152910804229487,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.6,0.8352382427968593,0.984044,0.9966,0.404029
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,1.25e-06,0.8152910804229487,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.8301718335777343,0.8352382427968593,0.981646,0.9966,0.405412
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,1e-10,6.56e-06,6.193945263449541e-05,0.5,0.8612860525679867,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.98606,0.9966,0.493089
5.079672264508865e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.8301718335777343,0.6,0.99263,0.9966,0.140968
4.67086678713518e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.5,0.5584198678726165,0.7165974330672222,0.1,0.6,0.7807690555139849,1.0,0.9966,0.174345
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8360650823730129,0.8396405431590938,0.10146384350151683,0.8301718335777343,0.6079862566435216,1.0,0.9966,0.148545
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7807690555139849,0.451492,0.3076,0.376677
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.999403,0.9966,0.529473
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.5285944741507999,0.6,0.7807690555139849,0.316912,0.1556,0.26431
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,1e-10,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.8152910804229487,0.8612860525679867,0.7165974330672222,0.10146384350151683,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8360650823730129,0.8396405431590938,0.10146384350151683,0.6,0.8352382427968593,0.999604,0.9966,0.26246
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.1,0.6,0.8373538163164983,0.00856913,0.0008,0.0201467
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.534494521631937,0.5,0.5,0.1,0.632373177963066,0.6,0.0159202,0.0036,0.0306711
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.8612860525679867,0.7165974330672222,0.1,0.6,0.7807690555139849,0.0161349,0.002,0.0413277
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.00557418,0.0006,0.0110514
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.284229,0.1194,0.228053
8.818519320555915e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.8352382427968593,0.035836,0.0084,0.0497323
8.818519320555915e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,9.086998687031919e-05,5.418639312765347e-05,0.5,0.8360650823730129,0.8396405431590938,0.10146384350151683,0.632373177963066,0.6,0.0081452,0.0036,0.0453936
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.0454326,0.0428,0.0579327
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.1,0.6,0.7807690555139849,0.0412738,0.0344,0.0947137
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.8301718335777343,0.7807690555139849,0.859104,0.9882,0.508803
1e-10,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
1e-10,4.646920016605582e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.8612860525679867,0.7165974330672222,0.1,0.6,0.7807690555139849,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.6,0.860105,0.8904,0.530973
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.8301718335777343,0.6,0.847769,0.875,0.530447
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.5,0.5584198678726165,0.7165974330672222,0.1,0.6,0.7807690555139849,0.999802,0.9966,0.229007
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,1.0,0.9966,0.510192
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.7378951894814147,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.000201776,0.0,0.000499728
5.079672264508865e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.00856301,0.0068,0.0138591
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,9.086998687031919e-05,1.25e-06,0.5,0.878280809028388,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.999204,0.9966,0.526618
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.5,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.997814,0.9966,0.511022
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.5285944741507999,0.6,0.6,0.608216,0.4844,0.368344
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.5,0.5584198678726165,0.7165974330672222,0.46743611538912455,0.6,0.7807690555139849,0.999202,0.9966,0.524441
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.174866,0.129,0.152456
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.534494521631937,0.79221446474089,0.5220244827120087,0.9644306967387448,0.6,0.7825641165168143,0.996613,0.9966,0.514114
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.6,0.6,0.586083,0.5252,0.37559
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.6025542892767481,0.5285944741507999,0.6,0.7807690555139849,0.508385,0.3574,0.323941
4.67086678713518e-09,1.9695047864138134e-09,1e-10,1e-10,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.5,0.7165974330672222,0.10146384350151683,0.6,0.8352382427968593,0.344902,0.332,0.249099
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,7.349078660217791e-09,6.56e-06,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7807690555139849,0.0137731,0.0028,0.0267122
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8696094806206207,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.417902,0.2364,0.288259
4.67086678713518e-09,1e-10,1e-10,1e-10,7.349078660217791e-09,3.429082369390264e-05,1.25e-06,0.5,0.5584198678726165,0.7165974330672222,0.1,0.6,0.7807690555139849,1.0,0.9966,0.0151091
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.633144339385839,0.7807690555139849,0.955178,0.9966,0.476941
8.818519320555915e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.1,0.6,0.7807690555139849,0.971916,0.9786,0.530733
8.818519320555915e-09,1e-10,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,6.56e-06,5.494126042043332e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.738404,0.91,0.432331
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8612860525679867,0.5,0.5285944741507999,0.6,0.7807690555139849,0.0,0.0,0.0
1e-10,1.9695047864138134e-09,1e-10,5.467106740371755e-09,5.118637895821046e-09,9.086998687031919e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.6,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.7165974330672222,0.5285944741507999,0.6,0.6,0.0,0.0,0.0
1e-10,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.8696094806206207,0.7165974330672222,0.5285944741507999,0.6,0.8373538163164983,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,1.25e-06,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7807690555139849,0.987437,0.9966,0.267252
4.67086678713518e-09,1.9695047864138134e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.14609237356402086,0.6,0.6,0.935843,0.9078,0.531026
5.079672264508865e-09,4.646920016605582e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.1,0.6,0.6,0.678329,0.5392,0.464422
4.67086678713518e-09,1.9695047864138134e-09,1e-10,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.6,0.876276,0.9044,0.53034
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.8689719457436315,0.7807690555139849,0.587668,0.4136,0.382612
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.5,0.5,0.8258908246535782,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
4.67086678713518e-09,1.9695047864138134e-09,1e-10,5.467106740371755e-09,7.349078660217791e-09,6.56e-06,5.418639312765347e-05,0.534494521631937,0.79221446474089,0.5,0.5285944741507999,0.6,0.8373538163164983,0.0328909,0.006,0.0466975
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5,0.5285944741507999,0.6,0.8373538163164983,0.367411,0.1578,0.261475
5.079672264508865e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,9.086998687031919e-05,1.25e-06,0.7482557301762343,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0,0.0,0.0
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,7.349078660217791e-09,6.56e-06,5.494126042043332e-05,0.5,0.6405857378586433,0.5,0.15468225449531717,0.6,0.7825641165168143,0.00658141,0.0014,0.0155401
8.818519320555915e-09,4.646920016605582e-09,6.611961489430004e-09,3.9495361776097255e-09,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.614004433506764,0.8612860525679867,0.5,0.5285944741507999,0.6,0.6,0.366399,0.1772,0.265022
8.818519320555915e-09,4.646920016605582e-09,1e-10,1e-10,5.118637895821046e-09,3.429082369390264e-05,6.193945263449541e-05,0.5,0.5,0.5220244827120087,0.9644306967387448,0.8301718335777343,0.6,0.0159302,0.0136,0.0256084
