Event,Time,V(t)_0,V(t)_1,V(t)_2,V(t)_3,V(t)_4,V(t)_5,V(t)_6,V(t)_7,V(t)_8,V(t)_9,V(t)_10,V(t)_11
1,5.83947e-10,0.0448644,0,0.0565387,0.0122482,0.0498166,0,0,0,0,0,0,0
1,6.09035e-10,0.0467322,0,0.0588926,0.0127581,0.0518906,0,0,0,0,0,0,0
1,6.34124e-10,0.0477697,0,0.0602001,0.0130413,0.0530426,0,0,0,0,0,0,0
1,6.59212e-10,0.0481519,0,0.0606817,0.0131457,0.053467,0,0,0,0,0,0,0
1,6.843e-10,0.0480207,0,0.0605164,0.0131099,0.0533213,0,0,0,0,0,0,0
1,7.09389e-10,0.0474913,0,0.0598493,0.0129653,0.0527335,0,0,0,0,0,0,0
1,7.23237e-10,0.0470632,0,0.0593098,0.0128485,0.0616682,0.00402232,0.00534105,0.00030393,0.0034558,0.00232449,0.00712746,0.00739364
1,7.37084e-10,0.0465557,0,0.0586701,0.0127099,0.0692709,0.00751296,0.00997612,0.000567686,0.0064548,0.00434173,0.0133128,0.01381
1,7.50932e-10,0.0459804,0,0.0579452,0.0125528,0.075692,0.0105307,0.0139832,0.000795708,0.00904749,0.00608566,0.0186601,0.019357
1,7.6478e-10,0.0453478,0,0.057148,0.0123801,0.0810659,0.013128,0.0174321,0.000991963,0.011279,0.00758664,0.0232625,0.0241313
1,7.78628e-10,0.0446671,0,0.0562902,0.0121943,0.0855127,0.0153518,0.020385,0.00116,0.0131896,0.00887179,0.0272031,0.028219
1,7.92475e-10,0.0439465,0,0.0553821,0.0119976,0.0891395,0.0172441,0.0228977,0.00130298,0.0148154,0.00996534,0.0305562,0.0316973
1,8.06323e-10,0.0431932,0,0.0544327,0.0117919,0.0920419,0.0188423,0.0250198,0.00142374,0.0161885,0.0108889,0.0333881,0.034635
1,8.20171e-10,0.0424136,0,0.0534502,0.0115791,0.0943053,0.0201798,0.0267959,0.00152481,0.0173376,0.0116619,0.0357582,0.0370936
1,8.34019e-10,0.0416133,0,0.0524417,0.0113606,0.0960059,0.0212866,0.0282655,0.00160843,0.0182885,0.0123015,0.0377193,0.039128
1,8.47866e-10,0.0407973,0,0.0514134,0.0111378,0.0972116,0.0221893,0.0294641,0.00167664,0.019064,0.0128231,0.0393188,0.0407872
1,8.61714e-10,0.03997,0,0.0503708,0.010912,0.0979829,0.0229116,0.0304233,0.00173122,0.0196846,0.0132406,0.0405989,0.0421151
1,8.64518e-10,0.0398014,0.000187327,0.0527937,0.011196,0.0980912,0.0247569,0.0305909,0.00257048,0.0210878,0.014141,0.0430395,0.0424204
1,8.67322e-10,0.0396326,0.000369448,0.055143,0.0114709,0.0981842,0.0265481,0.0307502,0.0033862,0.0224495,0.0150147,0.0454073,0.042712
1,8.70127e-10,0.0394635,0.00054649,0.0574206,0.0117367,0.0982625,0.0282865,0.0309012,0.00417896,0.0237708,0.0158624,0.0477041,0.0429903
1,8.72931e-10,0.0392942,0.000718569,0.059628,0.0119936,0.0983265,0.0299733,0.0310442,0.00494928,0.0250527,0.0166847,0.0499314,0.0432555
1,8.75735e-10,0.0391247,0.000885797,0.061767,0.012242,0.0983765,0.0316097,0.0311794,0.00569767,0.0262959,0.0174822,0.0520909,0.043508
1,8.78539e-10,0.038955,0.00104829,0.0638392,0.0124821,0.0984129,0.033197,0.031307,0.00642467,0.0275016,0.0182555,0.0541842,0.0437482
1,8.81343e-10,0.0387852,0.00120616,0.0658462,0.0127139,0.0984361,0.0347362,0.0314272,0.00713076,0.0286704,0.0190051,0.0562129,0.0439763
1,8.84147e-10,0.0386153,0.00135952,0.0677895,0.0129377,0.0984464,0.0362286,0.0315402,0.00781645,0.0298034,0.0197317,0.0581786,0.0441926
1,8.86951e-10,0.0384453,0.00150847,0.0696707,0.0131538,0.0984443,0.0376752,0.0316461,0.00848221,0.0309014,0.0204357,0.0600827,0.0443974
1,8.89755e-10,0.0382752,0.00165311,0.0714912,0.0133622,0.09843,0.0390771,0.0317451,0.0091285,0.0319652,0.0211177,0.0619266,0.0445911
1,8.9256e-10,0.0381051,0.00179355,0.0732525,0.0135632,0.0984038,0.0404355,0.0318375,0.0097558,0.0329956,0.0217782,0.0637119,0.0447739
